Register Output,Fraction,Guess for r,guess1,guess2,iterations
011000110010(bin) = 1586(dec),12/31,31,1,11,0
011000110011(bin) = 1587(dec),19/49,49,5,1,0
011000110100(bin) = 1588(dec),19/49,49,5,1,0
011000110101(bin) = 1589(dec),19/49,49,5,1,0
011000110110(bin) = 1590(dec),19/49,49,5,1,0
011001000101(bin) = 1605(dec),20/51,51,1,11,0
011001000110(bin) = 1606(dec),20/51,51,1,11,0
011001000111(bin) = 1607(dec),20/51,51,1,11,0
011001001001(bin) = 1609(dec),11/28,28,1,5,0
011001001100(bin) = 1612(dec),13/33,33,5,1,0
011001001101(bin) = 1613(dec),13/33,33,5,1,0
011001010110(bin) = 1622(dec),19/48,48,5,1,0
011001010111(bin) = 1623(dec),21/53,53,1,5,0
011001011000(bin) = 1624(dec),21/53,53,1,5,0
011001011010(bin) = 1626(dec),21/53,53,1,5,0
011001011101(bin) = 1629(dec),21/53,53,1,5,0
011001011110(bin) = 1630(dec),21/53,53,1,5,0
011001110000(bin) = 1648(dec),21/52,52,1,5,0
011001110011(bin) = 1651(dec),21/52,52,1,5,0
011001110100(bin) = 1652(dec),21/52,52,1,5,0
011001110110(bin) = 1654(dec),21/52,52,1,5,0
011001111100(bin) = 1660(dec),15/37,37,1,5,0
011001111101(bin) = 1661(dec),15/37,37,1,5,0
011001111110(bin) = 1662(dec),15/37,37,1,5,0
011001111111(bin) = 1663(dec),13/32,32,5,1,0
011010000000(bin) = 1664(dec),13/32,32,5,1,0
011010000001(bin) = 1665(dec),13/32,32,5,1,0
011010000010(bin) = 1666(dec),13/32,32,5,1,0
011010000111(bin) = 1671(dec),20/49,49,5,1,0
011010001000(bin) = 1672(dec),20/49,49,5,1,0
011010001001(bin) = 1673(dec),20/49,49,5,1,0
011010010100(bin) = 1684(dec),7/17,17,5,1,0
011010010101(bin) = 1685(dec),7/17,17,5,1,0
011010010110(bin) = 1686(dec),7/17,17,5,1,0
011010010111(bin) = 1687(dec),7/17,17,5,1,0
011010011000(bin) = 1688(dec),7/17,17,5,1,0
011010011001(bin) = 1689(dec),7/17,17,5,1,0
011010011110(bin) = 1694(dec),12/29,29,1,5,0
011010011111(bin) = 1695(dec),12/29,29,1,5,0
011010100000(bin) = 1696(dec),12/29,29,1,5,0
011010100100(bin) = 1700(dec),22/53,53,1,5,0
011010100101(bin) = 1701(dec),22/53,53,1,5,0
011010100110(bin) = 1702(dec),22/53,53,1,5,0
011010100111(bin) = 1703(dec),22/53,53,1,5,0
011010101000(bin) = 1704(dec),5/12,12,1,5,0
011010101001(bin) = 1705(dec),5/12,12,1,5,0
011010101010(bin) = 1706(dec),5/12,12,1,5,0
011010101011(bin) = 1707(dec),5/12,12,1,5,0
011010101100(bin) = 1708(dec),5/12,12,1,5,0
011010101101(bin) = 1709(dec),5/12,12,1,5,0
011010110101(bin) = 1717(dec),13/31,31,1,11,0
011010110110(bin) = 1718(dec),13/31,31,1,11,0
011010110111(bin) = 1719(dec),21/50,50,1,11,0
011010111000(bin) = 1720(dec),21/50,50,1,11,0
011010111001(bin) = 1721(dec),21/50,50,1,11,0
011010111010(bin) = 1722(dec),21/50,50,1,11,0
011011000000(bin) = 1728(dec),19/45,45,1,5,0
011011000001(bin) = 1729(dec),19/45,45,1,5,0
011011000010(bin) = 1730(dec),19/45,45,1,5,0
011011000011(bin) = 1731(dec),19/45,45,1,5,0
011011001000(bin) = 1736(dec),14/33,33,5,1,0
011011001001(bin) = 1737(dec),14/33,33,5,1,0
011011001010(bin) = 1738(dec),14/33,33,5,1,0
011011001011(bin) = 1739(dec),14/33,33,5,1,0
011011100010(bin) = 1762(dec),22/51,51,1,11,0
011011100011(bin) = 1763(dec),22/51,51,1,11,0
011011100100(bin) = 1764(dec),22/51,51,1,11,0
011011100101(bin) = 1765(dec),22/51,51,1,11,0
011011100110(bin) = 1766(dec),22/51,51,1,11,0
011011100111(bin) = 1767(dec),22/51,51,1,11,0
011011101000(bin) = 1768(dec),19/44,44,1,5,0
011011101001(bin) = 1769(dec),19/44,44,1,5,0
011011101010(bin) = 1770(dec),16/37,37,1,5,0
011011101011(bin) = 1771(dec),16/37,37,1,5,0
011011101100(bin) = 1772(dec),16/37,37,1,5,0
011011101101(bin) = 1773(dec),16/37,37,1,5,0
011011101110(bin) = 1774(dec),13/30,30,1,11,0
011011101111(bin) = 1775(dec),13/30,30,1,11,0
011011110000(bin) = 1776(dec),13/30,30,1,11,0
011011110001(bin) = 1777(dec),23/53,53,1,5,0
011011110010(bin) = 1778(dec),23/53,53,1,5,0
011011110011(bin) = 1779(dec),23/53,53,1,5,0
011011111110(bin) = 1790(dec),7/16,16,5,1,0
011011111111(bin) = 1791(dec),7/16,16,5,1,0
011100000000(bin) = 1792(dec),7/16,16,5,1,0
011100000001(bin) = 1793(dec),7/16,16,5,1,0
011100000010(bin) = 1794(dec),7/16,16,5,1,0
011100000011(bin) = 1795(dec),7/16,16,5,1,0
011100001001(bin) = 1801(dec),11/25,25,5,1,0
011100001010(bin) = 1802(dec),11/25,25,5,1,0
011100001011(bin) = 1803(dec),11/25,25,5,1,0
011100001100(bin) = 1804(dec),11/25,25,5,1,0
011100010011(bin) = 1811(dec),23/52,52,1,5,0
011100010100(bin) = 1812(dec),23/52,52,1,5,0
011100010101(bin) = 1813(dec),23/52,52,1,5,0
011100010110(bin) = 1814(dec),23/52,52,1,5,0
011100010111(bin) = 1815(dec),23/52,52,1,5,0
011100011000(bin) = 1816(dec),23/52,52,1,5,0
011100011001(bin) = 1817(dec),4/9,9,5,1,0
011100011011(bin) = 1819(dec),4/9,9,5,1,0
011100011100(bin) = 1820(dec),4/9,9,5,1,0
011100011101(bin) = 1821(dec),4/9,9,5,1,0
011100011110(bin) = 1822(dec),4/9,9,5,1,0
011100100000(bin) = 1824(dec),4/9,9,5,1,0
011100100001(bin) = 1825(dec),4/9,9,5,1,0
011100101100(bin) = 1836(dec),13/29,29,1,5,0
011100101101(bin) = 1837(dec),13/29,29,1,5,0
011100101111(bin) = 1839(dec),22/49,49,5,1,0
011100111010(bin) = 1850(dec),14/31,31,1,11,0
011100111011(bin) = 1851(dec),14/31,31,1,11,0
011100111110(bin) = 1854(dec),24/53,53,1,5,0
011101000000(bin) = 1856(dec),24/53,53,1,5,0
011101000001(bin) = 1857(dec),24/53,53,1,5,0
011101000010(bin) = 1858(dec),24/53,53,1,5,0
011101000011(bin) = 1859(dec),5/11,11,1,11,0
011101000100(bin) = 1860(dec),5/11,11,1,11,0
011101000101(bin) = 1861(dec),5/11,11,1,11,0
011101000110(bin) = 1862(dec),5/11,11,1,11,0
011101000111(bin) = 1863(dec),5/11,11,1,11,0
011101001000(bin) = 1864(dec),5/11,11,1,11,0
011101001001(bin) = 1865(dec),5/11,11,1,11,0
011101010011(bin) = 1875(dec),11/24,24,5,1,0
011101010100(bin) = 1876(dec),11/24,24,5,1,0
011101010101(bin) = 1877(dec),11/24,24,5,1,0
011101010110(bin) = 1878(dec),11/24,24,5,1,0
011101010111(bin) = 1879(dec),11/24,24,5,1,0
011101011000(bin) = 1880(dec),17/37,37,1,5,0
011101011001(bin) = 1881(dec),17/37,37,1,5,0
011101011010(bin) = 1882(dec),17/37,37,1,5,0
011101011011(bin) = 1883(dec),17/37,37,1,5,0
011101011100(bin) = 1884(dec),23/50,50,1,11,0
011101011101(bin) = 1885(dec),23/50,50,1,11,0
011101011110(bin) = 1886(dec),23/50,50,1,11,0
011101011111(bin) = 1887(dec),23/50,50,1,11,0
011101100000(bin) = 1888(dec),6/13,13,1,5,0
011101100001(bin) = 1889(dec),6/13,13,1,5,0
011101100010(bin) = 1890(dec),6/13,13,1,5,0
011101100011(bin) = 1891(dec),6/13,13,1,5,0
011101100100(bin) = 1892(dec),6/13,13,1,5,0
011101100101(bin) = 1893(dec),6/13,13,1,5,0
011101101100(bin) = 1900(dec),13/28,28,1,5,0
011101101101(bin) = 1901(dec),13/28,28,1,5,0
011101101110(bin) = 1902(dec),13/28,28,1,5,0
011101101111(bin) = 1903(dec),13/28,28,1,5,0
011101111111(bin) = 1919(dec),15/32,32,5,1,0
011110000000(bin) = 1920(dec),15/32,32,5,1,0
011110000001(bin) = 1921(dec),15/32,32,5,1,0
011110000010(bin) = 1922(dec),23/49,49,5,1,0
011110000011(bin) = 1923(dec),23/49,49,5,1,0
011110000100(bin) = 1924(dec),23/49,49,5,1,0
011110000101(bin) = 1925(dec),23/49,49,5,1,0
011110000110(bin) = 1926(dec),8/17,17,5,1,0
011110000111(bin) = 1927(dec),8/17,17,5,1,0
011110001000(bin) = 1928(dec),8/17,17,5,1,0
011110001001(bin) = 1929(dec),8/17,17,5,1,0
011110001010(bin) = 1930(dec),25/53,53,1,5,0
011110001011(bin) = 1931(dec),25/53,53,1,5,0
011110001100(bin) = 1932(dec),25/53,53,1,5,0
011110001101(bin) = 1933(dec),25/53,53,1,5,0
011110001110(bin) = 1934(dec),17/36,36,1,5,0
011110001111(bin) = 1935(dec),17/36,36,1,5,0
011110011101(bin) = 1949(dec),10/21,21,11,5,0
011110011110(bin) = 1950(dec),10/21,21,11,5,0
011110011111(bin) = 1951(dec),10/21,21,11,5,0
011110100000(bin) = 1952(dec),10/21,21,11,5,0
011110100001(bin) = 1953(dec),21/44,44,1,5,0
011110100010(bin) = 1954(dec),21/44,44,1,5,0
011110100011(bin) = 1955(dec),21/44,44,1,5,0
011110100100(bin) = 1956(dec),21/44,44,1,5,0
011110101001(bin) = 1961(dec),23/48,48,5,1,0
011110101010(bin) = 1962(dec),23/48,48,5,1,0
011110101011(bin) = 1963(dec),23/48,48,5,1,0
011110101100(bin) = 1964(dec),23/48,48,5,1,0
011110101101(bin) = 1965(dec),12/25,25,5,1,0
011110101110(bin) = 1966(dec),12/25,25,5,1,0
011110101111(bin) = 1967(dec),12/25,25,5,1,0
011110110000(bin) = 1968(dec),25/52,52,1,5,0
011110110001(bin) = 1969(dec),25/52,52,1,5,0
011110110010(bin) = 1970(dec),25/52,52,1,5,0
011110110111(bin) = 1975(dec),14/29,29,1,5,0
011110111000(bin) = 1976(dec),14/29,29,1,5,0
011110111001(bin) = 1977(dec),14/29,29,1,5,0
011110111010(bin) = 1978(dec),14/29,29,1,5,0
011110111011(bin) = 1979(dec),14/29,29,1,5,0
011110111100(bin) = 1980(dec),15/31,31,1,11,0
011110111101(bin) = 1981(dec),15/31,31,1,11,0
011110111110(bin) = 1982(dec),15/31,31,1,11,0
011110111111(bin) = 1983(dec),15/31,31,1,11,0
011111000000(bin) = 1984(dec),16/33,33,5,1,0
011111000001(bin) = 1985(dec),16/33,33,5,1,0
011111000010(bin) = 1986(dec),16/33,33,5,1,0
011111000011(bin) = 1987(dec),16/33,33,5,1,0
011111001000(bin) = 1992(dec),18/37,37,1,5,0
011111001001(bin) = 1993(dec),18/37,37,1,5,0
011111001010(bin) = 1994(dec),18/37,37,1,5,0
011111010010(bin) = 2002(dec),22/45,45,1,5,0
011111010011(bin) = 2003(dec),22/45,45,1,5,0
011111010110(bin) = 2006(dec),24/49,49,5,1,0
011111010111(bin) = 2007(dec),24/49,49,5,1,0
011111011000(bin) = 2008(dec),25/51,51,1,11,0
011111011001(bin) = 2009(dec),26/53,53,1,5,0
011111011010(bin) = 2010(dec),26/53,53,1,5,0
100000100110(bin) = 2086(dec),27/53,53,1,5,0
100000100111(bin) = 2087(dec),27/53,53,1,5,0
100000101000(bin) = 2088(dec),26/51,51,1,11,0
100000101001(bin) = 2089(dec),25/49,49,5,1,0
100000101010(bin) = 2090(dec),25/49,49,5,1,0
100000101101(bin) = 2093(dec),23/45,45,1,5,0
100000101110(bin) = 2094(dec),23/45,45,1,5,0
100000110110(bin) = 2102(dec),19/37,37,1,5,0
100000110111(bin) = 2103(dec),19/37,37,1,5,0
100000111000(bin) = 2104(dec),19/37,37,1,5,0
100000111101(bin) = 2109(dec),17/33,33,5,1,0
100000111110(bin) = 2110(dec),17/33,33,5,1,0
100000111111(bin) = 2111(dec),17/33,33,5,1,0
100001000000(bin) = 2112(dec),17/33,33,5,1,0
100001000001(bin) = 2113(dec),16/31,31,1,11,0
100001000010(bin) = 2114(dec),16/31,31,1,11,0
100001000011(bin) = 2115(dec),16/31,31,1,11,0
100001000100(bin) = 2116(dec),16/31,31,1,11,0
100001000101(bin) = 2117(dec),15/29,29,1,5,0
100001000110(bin) = 2118(dec),15/29,29,1,5,0
100001000111(bin) = 2119(dec),15/29,29,1,5,0
100001001000(bin) = 2120(dec),15/29,29,1,5,0
100001001001(bin) = 2121(dec),15/29,29,1,5,0
100001001110(bin) = 2126(dec),27/52,52,1,5,0
100001001111(bin) = 2127(dec),27/52,52,1,5,0
100001010000(bin) = 2128(dec),27/52,52,1,5,0
100001010001(bin) = 2129(dec),13/25,25,5,1,0
100001010010(bin) = 2130(dec),13/25,25,5,1,0
100001010011(bin) = 2131(dec),13/25,25,5,1,0
100001010100(bin) = 2132(dec),25/48,48,5,1,0
100001010101(bin) = 2133(dec),25/48,48,5,1,0
100001010110(bin) = 2134(dec),25/48,48,5,1,0
100001010111(bin) = 2135(dec),25/48,48,5,1,0
100001011100(bin) = 2140(dec),23/44,44,1,5,0
100001011101(bin) = 2141(dec),23/44,44,1,5,0
100001011110(bin) = 2142(dec),23/44,44,1,5,0
100001011111(bin) = 2143(dec),23/44,44,1,5,0
100001100000(bin) = 2144(dec),11/21,21,11,5,0
100001100001(bin) = 2145(dec),11/21,21,11,5,0
100001100010(bin) = 2146(dec),11/21,21,11,5,0
100001100011(bin) = 2147(dec),11/21,21,11,5,0
100001110001(bin) = 2161(dec),19/36,36,1,5,0
100001110010(bin) = 2162(dec),19/36,36,1,5,0
100001110011(bin) = 2163(dec),28/53,53,1,5,0
100001110100(bin) = 2164(dec),28/53,53,1,5,0
100001110101(bin) = 2165(dec),28/53,53,1,5,0
100001110110(bin) = 2166(dec),28/53,53,1,5,0
100001110111(bin) = 2167(dec),9/17,17,5,1,0
100001111000(bin) = 2168(dec),9/17,17,5,1,0
100001111001(bin) = 2169(dec),9/17,17,5,1,0
100001111010(bin) = 2170(dec),9/17,17,5,1,0
100001111011(bin) = 2171(dec),26/49,49,5,1,0
100001111100(bin) = 2172(dec),26/49,49,5,1,0
100001111101(bin) = 2173(dec),26/49,49,5,1,0
100001111110(bin) = 2174(dec),26/49,49,5,1,0
100001111111(bin) = 2175(dec),17/32,32,5,1,0
100010000000(bin) = 2176(dec),17/32,32,5,1,0
100010000001(bin) = 2177(dec),17/32,32,5,1,0
100010010001(bin) = 2193(dec),15/28,28,1,5,0
100010010010(bin) = 2194(dec),15/28,28,1,5,0
100010010011(bin) = 2195(dec),15/28,28,1,5,0
100010010100(bin) = 2196(dec),15/28,28,1,5,0
100010011011(bin) = 2203(dec),7/13,13,1,5,0
100010011100(bin) = 2204(dec),7/13,13,1,5,0
100010011101(bin) = 2205(dec),7/13,13,1,5,0
100010011110(bin) = 2206(dec),7/13,13,1,5,0
100010100000(bin) = 2208(dec),7/13,13,1,5,0
100010100001(bin) = 2209(dec),27/50,50,1,11,0
100010100010(bin) = 2210(dec),27/50,50,1,11,0
100010100011(bin) = 2211(dec),27/50,50,1,11,0
100010100100(bin) = 2212(dec),27/50,50,1,11,0
100010100101(bin) = 2213(dec),20/37,37,1,5,0
100010100110(bin) = 2214(dec),20/37,37,1,5,0
100010100111(bin) = 2215(dec),20/37,37,1,5,0
100010101000(bin) = 2216(dec),20/37,37,1,5,0
100010101001(bin) = 2217(dec),13/24,24,5,1,0
100010101010(bin) = 2218(dec),13/24,24,5,1,0
100010101011(bin) = 2219(dec),13/24,24,5,1,0
100010101100(bin) = 2220(dec),13/24,24,5,1,0
100010101101(bin) = 2221(dec),13/24,24,5,1,0
100010110111(bin) = 2231(dec),6/11,11,1,11,0
100010111000(bin) = 2232(dec),6/11,11,1,11,0
100010111010(bin) = 2234(dec),6/11,11,1,11,0
100010111011(bin) = 2235(dec),6/11,11,1,11,0
100010111100(bin) = 2236(dec),6/11,11,1,11,0
100010111101(bin) = 2237(dec),6/11,11,1,11,0
100010111110(bin) = 2238(dec),29/53,53,1,5,0
100010111111(bin) = 2239(dec),29/53,53,1,5,0
100011000000(bin) = 2240(dec),29/53,53,1,5,0
100011000010(bin) = 2242(dec),29/53,53,1,5,0
100011000101(bin) = 2245(dec),17/31,31,1,11,0
100011010011(bin) = 2259(dec),16/29,29,1,5,0
100011010100(bin) = 2260(dec),16/29,29,1,5,0
100011010101(bin) = 2261(dec),16/29,29,1,5,0
100011011111(bin) = 2271(dec),5/9,9,5,1,0
100011100000(bin) = 2272(dec),5/9,9,5,1,0
100011100001(bin) = 2273(dec),5/9,9,5,1,0
100011100010(bin) = 2274(dec),5/9,9,5,1,0
100011100011(bin) = 2275(dec),5/9,9,5,1,0
100011100100(bin) = 2276(dec),5/9,9,5,1,0
100011100101(bin) = 2277(dec),5/9,9,5,1,0
100011100110(bin) = 2278(dec),5/9,9,5,1,0
100011100111(bin) = 2279(dec),5/9,9,5,1,0
100011101000(bin) = 2280(dec),29/52,52,1,5,0
100011101001(bin) = 2281(dec),29/52,52,1,5,0
100011101010(bin) = 2282(dec),29/52,52,1,5,0
100011101011(bin) = 2283(dec),29/52,52,1,5,0
100011101100(bin) = 2284(dec),29/52,52,1,5,0
100011101101(bin) = 2285(dec),29/52,52,1,5,0
100011110100(bin) = 2292(dec),14/25,25,5,1,0
100011110101(bin) = 2293(dec),14/25,25,5,1,0
100011110110(bin) = 2294(dec),14/25,25,5,1,0
100011110111(bin) = 2295(dec),14/25,25,5,1,0
100011111101(bin) = 2301(dec),9/16,16,5,1,0
100011111110(bin) = 2302(dec),9/16,16,5,1,0
100011111111(bin) = 2303(dec),9/16,16,5,1,0
100100000000(bin) = 2304(dec),9/16,16,5,1,0
100100000001(bin) = 2305(dec),9/16,16,5,1,0
100100000010(bin) = 2306(dec),9/16,16,5,1,0
100100001101(bin) = 2317(dec),30/53,53,1,5,0
100100001110(bin) = 2318(dec),30/53,53,1,5,0
100100001111(bin) = 2319(dec),30/53,53,1,5,0
100100010000(bin) = 2320(dec),17/30,30,1,11,0
100100010001(bin) = 2321(dec),17/30,30,1,11,0
100100010010(bin) = 2322(dec),17/30,30,1,11,0
100100010011(bin) = 2323(dec),21/37,37,1,5,0
100100010100(bin) = 2324(dec),21/37,37,1,5,0
100100010101(bin) = 2325(dec),21/37,37,1,5,0
100100010110(bin) = 2326(dec),21/37,37,1,5,0
100100010111(bin) = 2327(dec),25/44,44,1,5,0
100100011000(bin) = 2328(dec),25/44,44,1,5,0
100100011001(bin) = 2329(dec),29/51,51,1,11,0
100100011010(bin) = 2330(dec),29/51,51,1,11,0
100100011011(bin) = 2331(dec),29/51,51,1,11,0
100100011100(bin) = 2332(dec),29/51,51,1,11,0
100100011101(bin) = 2333(dec),29/51,51,1,11,0
100100011110(bin) = 2334(dec),29/51,51,1,11,0
100100110101(bin) = 2357(dec),19/33,33,5,1,0
100100110110(bin) = 2358(dec),19/33,33,5,1,0
100100110111(bin) = 2359(dec),19/33,33,5,1,0
100100111000(bin) = 2360(dec),19/33,33,5,1,0
100100111101(bin) = 2365(dec),26/45,45,1,5,0
100100111110(bin) = 2366(dec),26/45,45,1,5,0
100100111111(bin) = 2367(dec),26/45,45,1,5,0
100101000000(bin) = 2368(dec),26/45,45,1,5,0
100101000110(bin) = 2374(dec),29/50,50,1,11,0
100101000111(bin) = 2375(dec),29/50,50,1,11,0
100101001000(bin) = 2376(dec),29/50,50,1,11,0
100101001001(bin) = 2377(dec),29/50,50,1,11,0
100101001010(bin) = 2378(dec),18/31,31,1,11,0
100101001011(bin) = 2379(dec),18/31,31,1,11,0
100101010011(bin) = 2387(dec),7/12,12,1,5,0
100101010100(bin) = 2388(dec),7/12,12,1,5,0
100101010101(bin) = 2389(dec),7/12,12,1,5,0
100101010110(bin) = 2390(dec),7/12,12,1,5,0
100101010111(bin) = 2391(dec),7/12,12,1,5,0
100101011000(bin) = 2392(dec),7/12,12,1,5,0
100101011001(bin) = 2393(dec),31/53,53,1,5,0
100101011010(bin) = 2394(dec),31/53,53,1,5,0
100101011011(bin) = 2395(dec),31/53,53,1,5,0
100101011100(bin) = 2396(dec),31/53,53,1,5,0
100101100000(bin) = 2400(dec),17/29,29,1,5,0
100101100001(bin) = 2401(dec),17/29,29,1,5,0
100101100010(bin) = 2402(dec),17/29,29,1,5,0
100101100111(bin) = 2407(dec),10/17,17,5,1,0
100101101000(bin) = 2408(dec),10/17,17,5,1,0
100101101001(bin) = 2409(dec),10/17,17,5,1,0
100101101010(bin) = 2410(dec),10/17,17,5,1,0
100101101011(bin) = 2411(dec),10/17,17,5,1,0
100101101100(bin) = 2412(dec),10/17,17,5,1,0
100101110111(bin) = 2423(dec),29/49,49,5,1,0
100101111000(bin) = 2424(dec),29/49,49,5,1,0
100101111001(bin) = 2425(dec),29/49,49,5,1,0
100101111110(bin) = 2430(dec),19/32,32,5,1,0
100101111111(bin) = 2431(dec),19/32,32,5,1,0
100110000001(bin) = 2433(dec),19/32,32,5,1,0
100110000010(bin) = 2434(dec),22/37,37,1,5,0
100110000011(bin) = 2435(dec),22/37,37,1,5,0
100110000100(bin) = 2436(dec),22/37,37,1,5,0
100110001010(bin) = 2442(dec),31/52,52,1,5,0
100110001011(bin) = 2443(dec),31/52,52,1,5,0
100110001100(bin) = 2444(dec),31/52,52,1,5,0
100110001101(bin) = 2445(dec),31/52,52,1,5,0
100110010000(bin) = 2448(dec),31/52,52,1,5,0
100110010001(bin) = 2449(dec),31/52,52,1,5,0
100110100001(bin) = 2465(dec),3/5,5,1,5,0
100110100100(bin) = 2468(dec),32/53,53,1,5,0
100110100110(bin) = 2470(dec),32/53,53,1,5,0
100110100111(bin) = 2471(dec),32/53,53,1,5,0
100110101000(bin) = 2472(dec),32/53,53,1,5,0
100110101001(bin) = 2473(dec),32/53,53,1,5,0
100110101010(bin) = 2474(dec),29/48,48,5,1,0
100110101011(bin) = 2475(dec),29/48,48,5,1,0
100110110001(bin) = 2481(dec),20/33,33,5,1,0
100110110010(bin) = 2482(dec),20/33,33,5,1,0
100110110011(bin) = 2483(dec),20/33,33,5,1,0
100110110101(bin) = 2485(dec),17/28,28,1,5,0
100110110110(bin) = 2486(dec),17/28,28,1,5,0
100110110111(bin) = 2487(dec),17/28,28,1,5,0
100110111000(bin) = 2488(dec),17/28,28,1,5,0
100110111001(bin) = 2489(dec),31/51,51,1,11,0
100110111010(bin) = 2490(dec),31/51,51,1,11,0
100110111011(bin) = 2491(dec),31/51,51,1,11,0
100111001010(bin) = 2506(dec),30/49,49,5,1,0
100111001011(bin) = 2507(dec),30/49,49,5,1,0
100111001100(bin) = 2508(dec),30/49,49,5,1,0
100111001101(bin) = 2509(dec),30/49,49,5,1,0
100111001110(bin) = 2510(dec),19/31,31,1,11,0
100111001111(bin) = 2511(dec),19/31,31,1,11,0
100111010000(bin) = 2512(dec),27/44,44,1,5,0
100111010001(bin) = 2513(dec),27/44,44,1,5,0
100111010010(bin) = 2514(dec),27/44,44,1,5,0
100111010011(bin) = 2515(dec),27/44,44,1,5,0
100111010100(bin) = 2516(dec),27/44,44,1,5,0
100111010101(bin) = 2517(dec),27/44,44,1,5,0
100111010110(bin) = 2518(dec),8/13,13,1,5,0
100111010111(bin) = 2519(dec),8/13,13,1,5,0
100111011000(bin) = 2520(dec),8/13,13,1,5,0
100111011001(bin) = 2521(dec),8/13,13,1,5,0
100111011010(bin) = 2522(dec),8/13,13,1,5,0
100111011011(bin) = 2523(dec),8/13,13,1,5,0
100111100110(bin) = 2534(dec),13/21,21,11,5,0
100111100111(bin) = 2535(dec),13/21,21,11,5,0
100111101000(bin) = 2536(dec),13/21,21,11,5,0
100111101001(bin) = 2537(dec),13/21,21,11,5,0
100111101010(bin) = 2538(dec),31/50,50,1,11,0
100111101011(bin) = 2539(dec),31/50,50,1,11,0
100111101100(bin) = 2540(dec),31/50,50,1,11,0
100111101101(bin) = 2541(dec),18/29,29,1,5,0
100111101110(bin) = 2542(dec),18/29,29,1,5,0
100111101111(bin) = 2543(dec),18/29,29,1,5,0
100111110000(bin) = 2544(dec),18/29,29,1,5,0
100111110001(bin) = 2545(dec),23/37,37,1,5,0
100111110010(bin) = 2546(dec),23/37,37,1,5,0
100111110011(bin) = 2547(dec),23/37,37,1,5,0
100111110100(bin) = 2548(dec),28/45,45,1,5,0
100111110101(bin) = 2549(dec),28/45,45,1,5,0
100111110110(bin) = 2550(dec),33/53,53,1,5,0
100111110111(bin) = 2551(dec),33/53,53,1,5,0
100111111000(bin) = 2552(dec),33/53,53,1,5,0
100111111001(bin) = 2553(dec),33/53,53,1,5,0
100111111010(bin) = 2554(dec),33/53,53,1,5,0
100111111011(bin) = 2555(dec),33/53,53,1,5,0
100111111100(bin) = 2556(dec),5/8,8,5,1,0
100111111101(bin) = 2557(dec),5/8,8,5,1,0
100111111110(bin) = 2558(dec),5/8,8,5,1,0
101000000000(bin) = 2560(dec),5/8,8,5,1,0
101000000001(bin) = 2561(dec),5/8,8,5,1,0
101000000010(bin) = 2562(dec),5/8,8,5,1,0
101000000011(bin) = 2563(dec),5/8,8,5,1,0
101000000100(bin) = 2564(dec),5/8,8,5,1,0
101000000101(bin) = 2565(dec),5/8,8,5,1,0
101000000110(bin) = 2566(dec),32/51,51,1,11,0
101000000111(bin) = 2567(dec),32/51,51,1,11,0
101000001000(bin) = 2568(dec),32/51,51,1,11,0
101000001001(bin) = 2569(dec),32/51,51,1,11,0
101000001010(bin) = 2570(dec),32/51,51,1,11,0
101000011110(bin) = 2590(dec),31/49,49,5,1,0
101000011111(bin) = 2591(dec),31/49,49,5,1,0
101000100000(bin) = 2592(dec),31/49,49,5,1,0
101000100001(bin) = 2593(dec),19/30,30,1,11,0
101000100010(bin) = 2594(dec),19/30,30,1,11,0
101000100011(bin) = 2595(dec),19/30,30,1,11,0
101000100111(bin) = 2599(dec),33/52,52,1,5,0
101000101000(bin) = 2600(dec),33/52,52,1,5,0
101000101010(bin) = 2602(dec),33/52,52,1,5,0
101000101011(bin) = 2603(dec),7/11,11,1,11,0
101000101100(bin) = 2604(dec),7/11,11,1,11,0
101000101101(bin) = 2605(dec),7/11,11,1,11,0
101000101110(bin) = 2606(dec),7/11,11,1,11,0
101000101111(bin) = 2607(dec),7/11,11,1,11,0
101000110000(bin) = 2608(dec),7/11,11,1,11,0
101000110001(bin) = 2609(dec),7/11,11,1,11,0
101000110010(bin) = 2610(dec),7/11,11,1,11,0
101000111000(bin) = 2616(dec),23/36,36,1,5,0
101000111001(bin) = 2617(dec),23/36,36,1,5,0
101000111010(bin) = 2618(dec),23/36,36,1,5,0
101000111011(bin) = 2619(dec),23/36,36,1,5,0
101000111100(bin) = 2620(dec),16/25,25,5,1,0
101000111101(bin) = 2621(dec),16/25,25,5,1,0
101000111110(bin) = 2622(dec),16/25,25,5,1,0
101000111111(bin) = 2623(dec),16/25,25,5,1,0
101001000011(bin) = 2627(dec),34/53,53,1,5,0
101001000101(bin) = 2629(dec),34/53,53,1,5,0
101001000110(bin) = 2630(dec),34/53,53,1,5,0
101001001101(bin) = 2637(dec),29/45,45,1,5,0
101001001110(bin) = 2638(dec),29/45,45,1,5,0
101001001111(bin) = 2639(dec),29/45,45,1,5,0
101001010001(bin) = 2641(dec),29/45,45,1,5,0
101001010010(bin) = 2642(dec),20/31,31,1,11,0
101001010100(bin) = 2644(dec),31/48,48,5,1,0
101001010101(bin) = 2645(dec),31/48,48,5,1,0
101001010110(bin) = 2646(dec),31/48,48,5,1,0
101001010111(bin) = 2647(dec),31/48,48,5,1,0
101001011000(bin) = 2648(dec),11/17,17,5,1,0
101001011001(bin) = 2649(dec),11/17,17,5,1,0
101001011010(bin) = 2650(dec),11/17,17,5,1,0
