Register Output,Fraction,Guess for r,guess1,guess2,iterations
10001010101101(bin) = 8877(dec),13/24,24,5,1,0
10001010101110(bin) = 8878(dec),13/24,24,5,1,0
10001010101111(bin) = 8879(dec),13/24,24,5,1,0
10001010110000(bin) = 8880(dec),13/24,24,5,1,0
10001010110001(bin) = 8881(dec),13/24,24,5,1,0
10001010110010(bin) = 8882(dec),13/24,24,5,1,0
10001010110011(bin) = 8883(dec),13/24,24,5,1,0
10001010110100(bin) = 8884(dec),13/24,24,5,1,0
10001011011001(bin) = 8921(dec),6/11,11,1,11,0
10001011011010(bin) = 8922(dec),6/11,11,1,11,0
10001011011011(bin) = 8923(dec),6/11,11,1,11,0
10001011011100(bin) = 8924(dec),6/11,11,1,11,0
10001011011101(bin) = 8925(dec),6/11,11,1,11,0
10001011011110(bin) = 8926(dec),6/11,11,1,11,0
10001011011111(bin) = 8927(dec),6/11,11,1,11,0
10001011100000(bin) = 8928(dec),6/11,11,1,11,0
10001011100001(bin) = 8929(dec),6/11,11,1,11,0
10001011100010(bin) = 8930(dec),6/11,11,1,11,0
10001011100011(bin) = 8931(dec),6/11,11,1,11,0
10001011100100(bin) = 8932(dec),6/11,11,1,11,0
10001011100101(bin) = 8933(dec),6/11,11,1,11,0
10001011100110(bin) = 8934(dec),6/11,11,1,11,0
10001011100111(bin) = 8935(dec),6/11,11,1,11,0
10001011101000(bin) = 8936(dec),6/11,11,1,11,0
10001011101001(bin) = 8937(dec),6/11,11,1,11,0
10001011101010(bin) = 8938(dec),6/11,11,1,11,0
10001011101011(bin) = 8939(dec),6/11,11,1,11,0
10001011101100(bin) = 8940(dec),6/11,11,1,11,0
10001011101101(bin) = 8941(dec),6/11,11,1,11,0
10001011101110(bin) = 8942(dec),6/11,11,1,11,0
10001011101111(bin) = 8943(dec),6/11,11,1,11,0
10001011110000(bin) = 8944(dec),6/11,11,1,11,0
10001011110001(bin) = 8945(dec),6/11,11,1,11,0
10001011110010(bin) = 8946(dec),6/11,11,1,11,0
10001011110011(bin) = 8947(dec),6/11,11,1,11,0
10001011110100(bin) = 8948(dec),6/11,11,1,11,0
10001011110101(bin) = 8949(dec),6/11,11,1,11,0
10001011110110(bin) = 8950(dec),6/11,11,1,11,0
10001011110111(bin) = 8951(dec),29/53,53,1,5,0
10001011111000(bin) = 8952(dec),29/53,53,1,5,0
10001011111001(bin) = 8953(dec),29/53,53,1,5,0
10001011111010(bin) = 8954(dec),29/53,53,1,5,0
10001011111011(bin) = 8955(dec),29/53,53,1,5,0
10001011111100(bin) = 8956(dec),29/53,53,1,5,0
10001011111101(bin) = 8957(dec),29/53,53,1,5,0
10001011111110(bin) = 8958(dec),29/53,53,1,5,0
10001011111111(bin) = 8959(dec),29/53,53,1,5,0
10001100000000(bin) = 8960(dec),29/53,53,1,5,0
10001100000001(bin) = 8961(dec),29/53,53,1,5,0
10001100000010(bin) = 8962(dec),29/53,53,1,5,0
10001100000011(bin) = 8963(dec),29/53,53,1,5,0
10001100000100(bin) = 8964(dec),29/53,53,1,5,0
10001100000101(bin) = 8965(dec),29/53,53,1,5,0
10001100000110(bin) = 8966(dec),29/53,53,1,5,0
10001100000111(bin) = 8967(dec),29/53,53,1,5,0
10001100001000(bin) = 8968(dec),29/53,53,1,5,0
10001100010011(bin) = 8979(dec),17/31,31,1,11,0
10001100010100(bin) = 8980(dec),17/31,31,1,11,0
10001100010101(bin) = 8981(dec),17/31,31,1,11,0
10001100010110(bin) = 8982(dec),17/31,31,1,11,0
10001100010111(bin) = 8983(dec),17/31,31,1,11,0
10001100011000(bin) = 8984(dec),17/31,31,1,11,0
10001100011001(bin) = 8985(dec),17/31,31,1,11,0
10001100011010(bin) = 8986(dec),17/31,31,1,11,0
10001100011011(bin) = 8987(dec),17/31,31,1,11,0
10001100011100(bin) = 8988(dec),17/31,31,1,11,0
10001100011101(bin) = 8989(dec),17/31,31,1,11,0
10001100011110(bin) = 8990(dec),28/51,51,1,11,0
10001100011111(bin) = 8991(dec),28/51,51,1,11,0
10001100100000(bin) = 8992(dec),28/51,51,1,11,0
10001100100001(bin) = 8993(dec),28/51,51,1,11,0
10001100100010(bin) = 8994(dec),28/51,51,1,11,0
10001100100011(bin) = 8995(dec),28/51,51,1,11,0
10001100100100(bin) = 8996(dec),28/51,51,1,11,0
10001100100101(bin) = 8997(dec),28/51,51,1,11,0
10001100100110(bin) = 8998(dec),28/51,51,1,11,0
10001100101001(bin) = 9001(dec),28/51,51,1,11,0
10001100101011(bin) = 9003(dec),28/51,51,1,11,0
10001100111001(bin) = 9017(dec),11/20,20,11,5,0
10001100111010(bin) = 9018(dec),11/20,20,11,5,0
10001100111011(bin) = 9019(dec),11/20,20,11,5,0
10001100111101(bin) = 9021(dec),27/49,49,5,1,0
10001100111110(bin) = 9022(dec),27/49,49,5,1,0
10001100111111(bin) = 9023(dec),27/49,49,5,1,0
10001101000000(bin) = 9024(dec),27/49,49,5,1,0
10001101000001(bin) = 9025(dec),27/49,49,5,1,0
10001101000010(bin) = 9026(dec),27/49,49,5,1,0
10001101000011(bin) = 9027(dec),27/49,49,5,1,0
10001101000100(bin) = 9028(dec),27/49,49,5,1,0
10001101000110(bin) = 9030(dec),27/49,49,5,1,0
10001101000111(bin) = 9031(dec),27/49,49,5,1,0
10001101001000(bin) = 9032(dec),27/49,49,5,1,0
10001101001001(bin) = 9033(dec),27/49,49,5,1,0
10001101001010(bin) = 9034(dec),16/29,29,1,5,0
10001101001011(bin) = 9035(dec),16/29,29,1,5,0
10001101001100(bin) = 9036(dec),16/29,29,1,5,0
10001101001101(bin) = 9037(dec),16/29,29,1,5,0
10001101001110(bin) = 9038(dec),16/29,29,1,5,0
10001101001111(bin) = 9039(dec),16/29,29,1,5,0
10001101010000(bin) = 9040(dec),16/29,29,1,5,0
10001101010001(bin) = 9041(dec),16/29,29,1,5,0
10001101010010(bin) = 9042(dec),16/29,29,1,5,0
10001101010011(bin) = 9043(dec),16/29,29,1,5,0
10001101010100(bin) = 9044(dec),16/29,29,1,5,0
10001101010101(bin) = 9045(dec),16/29,29,1,5,0
10001101010110(bin) = 9046(dec),16/29,29,1,5,0
10001101111011(bin) = 9083(dec),5/9,9,5,1,0
10001101111100(bin) = 9084(dec),5/9,9,5,1,0
10001101111101(bin) = 9085(dec),5/9,9,5,1,0
10001101111110(bin) = 9086(dec),5/9,9,5,1,0
10001101111111(bin) = 9087(dec),5/9,9,5,1,0
10001110000000(bin) = 9088(dec),5/9,9,5,1,0
10001110000001(bin) = 9089(dec),5/9,9,5,1,0
10001110000010(bin) = 9090(dec),5/9,9,5,1,0
10001110000011(bin) = 9091(dec),5/9,9,5,1,0
10001110000100(bin) = 9092(dec),5/9,9,5,1,0
10001110000101(bin) = 9093(dec),5/9,9,5,1,0
10001110000110(bin) = 9094(dec),5/9,9,5,1,0
10001110000111(bin) = 9095(dec),5/9,9,5,1,0
10001110001000(bin) = 9096(dec),5/9,9,5,1,0
10001110001001(bin) = 9097(dec),5/9,9,5,1,0
10001110001010(bin) = 9098(dec),5/9,9,5,1,0
10001110001011(bin) = 9099(dec),5/9,9,5,1,0
10001110001100(bin) = 9100(dec),5/9,9,5,1,0
10001110001101(bin) = 9101(dec),5/9,9,5,1,0
10001110001110(bin) = 9102(dec),5/9,9,5,1,0
10001110001111(bin) = 9103(dec),5/9,9,5,1,0
10001110010000(bin) = 9104(dec),5/9,9,5,1,0
10001110010001(bin) = 9105(dec),5/9,9,5,1,0
10001110010010(bin) = 9106(dec),5/9,9,5,1,0
10001110010011(bin) = 9107(dec),5/9,9,5,1,0
10001110010100(bin) = 9108(dec),5/9,9,5,1,0
10001110010101(bin) = 9109(dec),5/9,9,5,1,0
10001110010110(bin) = 9110(dec),5/9,9,5,1,0
10001110010111(bin) = 9111(dec),5/9,9,5,1,0
10001110011000(bin) = 9112(dec),5/9,9,5,1,0
10001110011001(bin) = 9113(dec),5/9,9,5,1,0
10001110011010(bin) = 9114(dec),5/9,9,5,1,0
10001110011011(bin) = 9115(dec),5/9,9,5,1,0
10001110011100(bin) = 9116(dec),5/9,9,5,1,0
10001110011101(bin) = 9117(dec),5/9,9,5,1,0
10001110011110(bin) = 9118(dec),5/9,9,5,1,0
10001110011111(bin) = 9119(dec),5/9,9,5,1,0
10001110100000(bin) = 9120(dec),29/52,52,1,5,0
10001110100001(bin) = 9121(dec),29/52,52,1,5,0
10001110100010(bin) = 9122(dec),29/52,52,1,5,0
10001110100011(bin) = 9123(dec),29/52,52,1,5,0
10001110100100(bin) = 9124(dec),29/52,52,1,5,0
10001110100101(bin) = 9125(dec),29/52,52,1,5,0
10001110100110(bin) = 9126(dec),29/52,52,1,5,0
10001110100111(bin) = 9127(dec),29/52,52,1,5,0
10001110101000(bin) = 9128(dec),29/52,52,1,5,0
10001110101001(bin) = 9129(dec),29/52,52,1,5,0
10001110101010(bin) = 9130(dec),29/52,52,1,5,0
10001110101011(bin) = 9131(dec),29/52,52,1,5,0
10001110101100(bin) = 9132(dec),29/52,52,1,5,0
10001110101101(bin) = 9133(dec),29/52,52,1,5,0
10001110101110(bin) = 9134(dec),29/52,52,1,5,0
10001110101111(bin) = 9135(dec),29/52,52,1,5,0
10001110110000(bin) = 9136(dec),29/52,52,1,5,0
10001110110001(bin) = 9137(dec),29/52,52,1,5,0
10001110110010(bin) = 9138(dec),29/52,52,1,5,0
10001110110011(bin) = 9139(dec),29/52,52,1,5,0
10001110110100(bin) = 9140(dec),29/52,52,1,5,0
10001111001110(bin) = 9166(dec),14/25,25,5,1,0
10001111001111(bin) = 9167(dec),14/25,25,5,1,0
10001111010000(bin) = 9168(dec),14/25,25,5,1,0
10001111010001(bin) = 9169(dec),14/25,25,5,1,0
10001111010010(bin) = 9170(dec),14/25,25,5,1,0
10001111010011(bin) = 9171(dec),14/25,25,5,1,0
10001111010100(bin) = 9172(dec),14/25,25,5,1,0
10001111010101(bin) = 9173(dec),14/25,25,5,1,0
10001111010110(bin) = 9174(dec),14/25,25,5,1,0
10001111010111(bin) = 9175(dec),14/25,25,5,1,0
10001111011000(bin) = 9176(dec),14/25,25,5,1,0
10001111011001(bin) = 9177(dec),14/25,25,5,1,0
10001111011010(bin) = 9178(dec),14/25,25,5,1,0
10001111011011(bin) = 9179(dec),14/25,25,5,1,0
10001111011100(bin) = 9180(dec),14/25,25,5,1,0
10001111011101(bin) = 9181(dec),14/25,25,5,1,0
10001111011110(bin) = 9182(dec),14/25,25,5,1,0
10001111011111(bin) = 9183(dec),14/25,25,5,1,0
10001111110100(bin) = 9204(dec),9/16,16,5,1,0
10001111110101(bin) = 9205(dec),9/16,16,5,1,0
10001111110110(bin) = 9206(dec),9/16,16,5,1,0
10001111110111(bin) = 9207(dec),9/16,16,5,1,0
10001111111000(bin) = 9208(dec),9/16,16,5,1,0
10001111111001(bin) = 9209(dec),9/16,16,5,1,0
10001111111010(bin) = 9210(dec),9/16,16,5,1,0
10001111111011(bin) = 9211(dec),9/16,16,5,1,0
10001111111100(bin) = 9212(dec),9/16,16,5,1,0
10001111111101(bin) = 9213(dec),9/16,16,5,1,0
10001111111110(bin) = 9214(dec),9/16,16,5,1,0
10001111111111(bin) = 9215(dec),9/16,16,5,1,0
10010000000000(bin) = 9216(dec),9/16,16,5,1,0
10010000000001(bin) = 9217(dec),9/16,16,5,1,0
10010000000010(bin) = 9218(dec),9/16,16,5,1,0
10010000000011(bin) = 9219(dec),9/16,16,5,1,0
10010000000100(bin) = 9220(dec),9/16,16,5,1,0
10010000000101(bin) = 9221(dec),9/16,16,5,1,0
10010000000110(bin) = 9222(dec),9/16,16,5,1,0
10010000000111(bin) = 9223(dec),9/16,16,5,1,0
10010000001000(bin) = 9224(dec),9/16,16,5,1,0
10010000001001(bin) = 9225(dec),9/16,16,5,1,0
10010000110100(bin) = 9268(dec),30/53,53,1,5,0
10010000110101(bin) = 9269(dec),30/53,53,1,5,0
10010000110110(bin) = 9270(dec),30/53,53,1,5,0
10010000110111(bin) = 9271(dec),30/53,53,1,5,0
10010000111000(bin) = 9272(dec),30/53,53,1,5,0
10010000111001(bin) = 9273(dec),30/53,53,1,5,0
10010000111010(bin) = 9274(dec),30/53,53,1,5,0
10010000111011(bin) = 9275(dec),30/53,53,1,5,0
10010000111100(bin) = 9276(dec),30/53,53,1,5,0
10010000111101(bin) = 9277(dec),30/53,53,1,5,0
10010000111110(bin) = 9278(dec),30/53,53,1,5,0
10010000111111(bin) = 9279(dec),30/53,53,1,5,0
10010001000000(bin) = 9280(dec),17/30,30,1,11,0
10010001000001(bin) = 9281(dec),17/30,30,1,11,0
10010001000010(bin) = 9282(dec),17/30,30,1,11,0
10010001000011(bin) = 9283(dec),17/30,30,1,11,0
10010001000100(bin) = 9284(dec),17/30,30,1,11,0
10010001000101(bin) = 9285(dec),17/30,30,1,11,0
10010001000110(bin) = 9286(dec),17/30,30,1,11,0
10010001000111(bin) = 9287(dec),17/30,30,1,11,0
10010001001000(bin) = 9288(dec),17/30,30,1,11,0
10010001001001(bin) = 9289(dec),17/30,30,1,11,0
10010001001010(bin) = 9290(dec),17/30,30,1,11,0
10010001001011(bin) = 9291(dec),17/30,30,1,11,0
10010001001100(bin) = 9292(dec),21/37,37,1,5,0
10010001001101(bin) = 9293(dec),21/37,37,1,5,0
10010001001110(bin) = 9294(dec),21/37,37,1,5,0
10010001001111(bin) = 9295(dec),21/37,37,1,5,0
10010001010000(bin) = 9296(dec),21/37,37,1,5,0
10010001010001(bin) = 9297(dec),21/37,37,1,5,0
10010001010010(bin) = 9298(dec),21/37,37,1,5,0
10010001010011(bin) = 9299(dec),21/37,37,1,5,0
10010001010100(bin) = 9300(dec),21/37,37,1,5,0
10010001010101(bin) = 9301(dec),21/37,37,1,5,0
10010001010110(bin) = 9302(dec),21/37,37,1,5,0
10010001010111(bin) = 9303(dec),21/37,37,1,5,0
10010001011000(bin) = 9304(dec),21/37,37,1,5,0
10010001011001(bin) = 9305(dec),25/44,44,1,5,0
10010001011010(bin) = 9306(dec),25/44,44,1,5,0
10010001011011(bin) = 9307(dec),25/44,44,1,5,0
10010001011100(bin) = 9308(dec),25/44,44,1,5,0
10010001011101(bin) = 9309(dec),25/44,44,1,5,0
10010001011110(bin) = 9310(dec),25/44,44,1,5,0
10010001011111(bin) = 9311(dec),25/44,44,1,5,0
10010001100000(bin) = 9312(dec),25/44,44,1,5,0
10010001100001(bin) = 9313(dec),29/51,51,1,11,0
10010001100010(bin) = 9314(dec),29/51,51,1,11,0
10010001100011(bin) = 9315(dec),29/51,51,1,11,0
10010001100100(bin) = 9316(dec),29/51,51,1,11,0
10010001100101(bin) = 9317(dec),29/51,51,1,11,0
10010001100110(bin) = 9318(dec),29/51,51,1,11,0
10010001100111(bin) = 9319(dec),29/51,51,1,11,0
10010001101000(bin) = 9320(dec),29/51,51,1,11,0
10010001101001(bin) = 9321(dec),29/51,51,1,11,0
10010001101010(bin) = 9322(dec),29/51,51,1,11,0
10010001101011(bin) = 9323(dec),29/51,51,1,11,0
10010001101100(bin) = 9324(dec),29/51,51,1,11,0
10010001101101(bin) = 9325(dec),29/51,51,1,11,0
10010001101110(bin) = 9326(dec),29/51,51,1,11,0
10010001101111(bin) = 9327(dec),29/51,51,1,11,0
10010001110000(bin) = 9328(dec),29/51,51,1,11,0
10010001110001(bin) = 9329(dec),29/51,51,1,11,0
10010001110010(bin) = 9330(dec),29/51,51,1,11,0
10010001110011(bin) = 9331(dec),29/51,51,1,11,0
10010001110100(bin) = 9332(dec),29/51,51,1,11,0
10010001110101(bin) = 9333(dec),29/51,51,1,11,0
10010001110110(bin) = 9334(dec),29/51,51,1,11,0
10010001110111(bin) = 9335(dec),29/51,51,1,11,0
10010001111000(bin) = 9336(dec),29/51,51,1,11,0
10010001111001(bin) = 9337(dec),29/51,51,1,11,0
10010001111010(bin) = 9338(dec),29/51,51,1,11,0
10010001111011(bin) = 9339(dec),29/51,51,1,11,0
10010011010100(bin) = 9428(dec),19/33,33,5,1,0
10010011010101(bin) = 9429(dec),19/33,33,5,1,0
10010011010110(bin) = 9430(dec),19/33,33,5,1,0
10010011010111(bin) = 9431(dec),19/33,33,5,1,0
10010011011000(bin) = 9432(dec),19/33,33,5,1,0
10010011011001(bin) = 9433(dec),19/33,33,5,1,0
10010011011010(bin) = 9434(dec),19/33,33,5,1,0
10010011011011(bin) = 9435(dec),19/33,33,5,1,0
10010011011100(bin) = 9436(dec),19/33,33,5,1,0
10010011011101(bin) = 9437(dec),19/33,33,5,1,0
10010011011110(bin) = 9438(dec),19/33,33,5,1,0
10010011011111(bin) = 9439(dec),19/33,33,5,1,0
10010011100000(bin) = 9440(dec),19/33,33,5,1,0
10010011100001(bin) = 9441(dec),19/33,33,5,1,0
10010011100010(bin) = 9442(dec),19/33,33,5,1,0
10010011110100(bin) = 9460(dec),26/45,45,1,5,0
10010011110101(bin) = 9461(dec),26/45,45,1,5,0
10010011110110(bin) = 9462(dec),26/45,45,1,5,0
10010011110111(bin) = 9463(dec),26/45,45,1,5,0
10010011111000(bin) = 9464(dec),26/45,45,1,5,0
10010011111001(bin) = 9465(dec),26/45,45,1,5,0
10010011111010(bin) = 9466(dec),26/45,45,1,5,0
10010011111011(bin) = 9467(dec),26/45,45,1,5,0
10010011111100(bin) = 9468(dec),26/45,45,1,5,0
10010011111101(bin) = 9469(dec),26/45,45,1,5,0
10010011111110(bin) = 9470(dec),26/45,45,1,5,0
10010011111111(bin) = 9471(dec),26/45,45,1,5,0
10010100000000(bin) = 9472(dec),26/45,45,1,5,0
10010100000001(bin) = 9473(dec),26/45,45,1,5,0
10010100000010(bin) = 9474(dec),26/45,45,1,5,0
10010100000011(bin) = 9475(dec),26/45,45,1,5,0
10010100010111(bin) = 9495(dec),29/50,50,1,11,0
10010100011000(bin) = 9496(dec),29/50,50,1,11,0
10010100011001(bin) = 9497(dec),29/50,50,1,11,0
10010100011010(bin) = 9498(dec),29/50,50,1,11,0
10010100011011(bin) = 9499(dec),29/50,50,1,11,0
10010100011100(bin) = 9500(dec),29/50,50,1,11,0
10010100011101(bin) = 9501(dec),29/50,50,1,11,0
10010100011110(bin) = 9502(dec),29/50,50,1,11,0
10010100011111(bin) = 9503(dec),29/50,50,1,11,0
10010100100000(bin) = 9504(dec),29/50,50,1,11,0
10010100100001(bin) = 9505(dec),29/50,50,1,11,0
10010100100010(bin) = 9506(dec),29/50,50,1,11,0
10010100100011(bin) = 9507(dec),29/50,50,1,11,0
10010100100100(bin) = 9508(dec),29/50,50,1,11,0
10010100100101(bin) = 9509(dec),18/31,31,1,11,0
10010100100110(bin) = 9510(dec),18/31,31,1,11,0
10010100100111(bin) = 9511(dec),18/31,31,1,11,0
10010100101000(bin) = 9512(dec),18/31,31,1,11,0
10010100101001(bin) = 9513(dec),18/31,31,1,11,0
10010100101010(bin) = 9514(dec),18/31,31,1,11,0
10010100101011(bin) = 9515(dec),18/31,31,1,11,0
10010100101100(bin) = 9516(dec),18/31,31,1,11,0
10010100101101(bin) = 9517(dec),18/31,31,1,11,0
10010100101110(bin) = 9518(dec),18/31,31,1,11,0
10010100101111(bin) = 9519(dec),18/31,31,1,11,0
10010101001001(bin) = 9545(dec),7/12,12,1,5,0
10010101001010(bin) = 9546(dec),7/12,12,1,5,0
10010101001011(bin) = 9547(dec),7/12,12,1,5,0
10010101001100(bin) = 9548(dec),7/12,12,1,5,0
10010101001101(bin) = 9549(dec),7/12,12,1,5,0
10010101001110(bin) = 9550(dec),7/12,12,1,5,0
10010101001111(bin) = 9551(dec),7/12,12,1,5,0
10010101010000(bin) = 9552(dec),7/12,12,1,5,0
10010101010001(bin) = 9553(dec),7/12,12,1,5,0
10010101010010(bin) = 9554(dec),7/12,12,1,5,0
10010101010011(bin) = 9555(dec),7/12,12,1,5,0
10010101010100(bin) = 9556(dec),7/12,12,1,5,0
10010101010101(bin) = 9557(dec),7/12,12,1,5,0
10010101010110(bin) = 9558(dec),7/12,12,1,5,0
10010101010111(bin) = 9559(dec),7/12,12,1,5,0
10010101011000(bin) = 9560(dec),7/12,12,1,5,0
10010101011001(bin) = 9561(dec),7/12,12,1,5,0
10010101011010(bin) = 9562(dec),7/12,12,1,5,0
10010101011011(bin) = 9563(dec),7/12,12,1,5,0
10010101011100(bin) = 9564(dec),7/12,12,1,5,0
10010101011101(bin) = 9565(dec),7/12,12,1,5,0
10010101011110(bin) = 9566(dec),7/12,12,1,5,0
10010101011111(bin) = 9567(dec),7/12,12,1,5,0
10010101100000(bin) = 9568(dec),7/12,12,1,5,0
10010101100001(bin) = 9569(dec),7/12,12,1,5,0
10010101100010(bin) = 9570(dec),7/12,12,1,5,0
10010101100011(bin) = 9571(dec),31/53,53,1,5,0
10010101100100(bin) = 9572(dec),31/53,53,1,5,0
10010101100101(bin) = 9573(dec),31/53,53,1,5,0
10010101100110(bin) = 9574(dec),31/53,53,1,5,0
10010101100111(bin) = 9575(dec),31/53,53,1,5,0
10010101101000(bin) = 9576(dec),31/53,53,1,5,0
10010101101001(bin) = 9577(dec),31/53,53,1,5,0
10010101101010(bin) = 9578(dec),31/53,53,1,5,0
10010101101011(bin) = 9579(dec),31/53,53,1,5,0
10010101101100(bin) = 9580(dec),31/53,53,1,5,0
10010101101101(bin) = 9581(dec),31/53,53,1,5,0
10010101101110(bin) = 9582(dec),31/53,53,1,5,0
10010101101111(bin) = 9583(dec),31/53,53,1,5,0
10010101110000(bin) = 9584(dec),31/53,53,1,5,0
10010101110001(bin) = 9585(dec),31/53,53,1,5,0
10010101110010(bin) = 9586(dec),31/53,53,1,5,0
10010101111110(bin) = 9598(dec),17/29,29,1,5,0
10010101111111(bin) = 9599(dec),17/29,29,1,5,0
10010110000000(bin) = 9600(dec),17/29,29,1,5,0
10010110000001(bin) = 9601(dec),17/29,29,1,5,0
10010110000010(bin) = 9602(dec),17/29,29,1,5,0
10010110000011(bin) = 9603(dec),17/29,29,1,5,0
10010110000100(bin) = 9604(dec),17/29,29,1,5,0
10010110000101(bin) = 9605(dec),17/29,29,1,5,0
10010110000110(bin) = 9606(dec),17/29,29,1,5,0
10010110000111(bin) = 9607(dec),17/29,29,1,5,0
10010110001000(bin) = 9608(dec),17/29,29,1,5,0
10010110001001(bin) = 9609(dec),17/29,29,1,5,0
10010110001010(bin) = 9610(dec),17/29,29,1,5,0
10010110011100(bin) = 9628(dec),10/17,17,5,1,0
10010110011101(bin) = 9629(dec),10/17,17,5,1,0
10010110011110(bin) = 9630(dec),10/17,17,5,1,0
10010110011111(bin) = 9631(dec),10/17,17,5,1,0
10010110100000(bin) = 9632(dec),10/17,17,5,1,0
10010110100001(bin) = 9633(dec),10/17,17,5,1,0
10010110100010(bin) = 9634(dec),10/17,17,5,1,0
10010110100011(bin) = 9635(dec),10/17,17,5,1,0
10010110100100(bin) = 9636(dec),10/17,17,5,1,0
10010110100101(bin) = 9637(dec),10/17,17,5,1,0
10010110100110(bin) = 9638(dec),10/17,17,5,1,0
10010110100111(bin) = 9639(dec),10/17,17,5,1,0
10010110101000(bin) = 9640(dec),10/17,17,5,1,0
10010110101001(bin) = 9641(dec),10/17,17,5,1,0
10010110101010(bin) = 9642(dec),10/17,17,5,1,0
10010110101011(bin) = 9643(dec),10/17,17,5,1,0
10010110101100(bin) = 9644(dec),10/17,17,5,1,0
10010110101101(bin) = 9645(dec),10/17,17,5,1,0
10010110101110(bin) = 9646(dec),10/17,17,5,1,0
10010110101111(bin) = 9647(dec),10/17,17,5,1,0
10010110110000(bin) = 9648(dec),10/17,17,5,1,0
10010110110001(bin) = 9649(dec),10/17,17,5,1,0
10010110110010(bin) = 9650(dec),10/17,17,5,1,0
10010111011010(bin) = 9690(dec),29/49,49,5,1,0
10010111011011(bin) = 9691(dec),29/49,49,5,1,0
10010111011100(bin) = 9692(dec),29/49,49,5,1,0
10010111011101(bin) = 9693(dec),29/49,49,5,1,0
10010111011110(bin) = 9694(dec),29/49,49,5,1,0
10010111011111(bin) = 9695(dec),29/49,49,5,1,0
10010111100000(bin) = 9696(dec),29/49,49,5,1,0
10010111100001(bin) = 9697(dec),29/49,49,5,1,0
10010111100010(bin) = 9698(dec),29/49,49,5,1,0
10010111100011(bin) = 9699(dec),29/49,49,5,1,0
10010111100100(bin) = 9700(dec),29/49,49,5,1,0
10010111100101(bin) = 9701(dec),29/49,49,5,1,0
10010111100110(bin) = 9702(dec),29/49,49,5,1,0
10010111110111(bin) = 9719(dec),19/32,32,5,1,0
10010111111000(bin) = 9720(dec),19/32,32,5,1,0
10010111111001(bin) = 9721(dec),19/32,32,5,1,0
10010111111010(bin) = 9722(dec),19/32,32,5,1,0
10010111111011(bin) = 9723(dec),19/32,32,5,1,0
10010111111100(bin) = 9724(dec),19/32,32,5,1,0
10010111111101(bin) = 9725(dec),19/32,32,5,1,0
10010111111110(bin) = 9726(dec),19/32,32,5,1,0
10010111111111(bin) = 9727(dec),19/32,32,5,1,0
10011000000000(bin) = 9728(dec),19/32,32,5,1,0
10011000000001(bin) = 9729(dec),19/32,32,5,1,0
10011000000010(bin) = 9730(dec),19/32,32,5,1,0
10011000000011(bin) = 9731(dec),19/32,32,5,1,0
10011000000100(bin) = 9732(dec),19/32,32,5,1,0
10011000000101(bin) = 9733(dec),19/32,32,5,1,0
10011000000110(bin) = 9734(dec),19/32,32,5,1,0
10011000000111(bin) = 9735(dec),22/37,37,1,5,0
10011000001000(bin) = 9736(dec),22/37,37,1,5,0
10011000001001(bin) = 9737(dec),22/37,37,1,5,0
10011000001010(bin) = 9738(dec),22/37,37,1,5,0
10011000001011(bin) = 9739(dec),22/37,37,1,5,0
10011000001100(bin) = 9740(dec),22/37,37,1,5,0
10011000001101(bin) = 9741(dec),22/37,37,1,5,0
10011000001110(bin) = 9742(dec),22/37,37,1,5,0
10011000001111(bin) = 9743(dec),22/37,37,1,5,0
10011000010000(bin) = 9744(dec),22/37,37,1,5,0
10011000010001(bin) = 9745(dec),22/37,37,1,5,0
10011000010010(bin) = 9746(dec),22/37,37,1,5,0
10011000010011(bin) = 9747(dec),22/37,37,1,5,0
10011000100101(bin) = 9765(dec),31/52,52,1,5,0
10011000100110(bin) = 9766(dec),31/52,52,1,5,0
10011000100111(bin) = 9767(dec),31/52,52,1,5,0
10011000101000(bin) = 9768(dec),31/52,52,1,5,0
10011000101001(bin) = 9769(dec),31/52,52,1,5,0
10011000101010(bin) = 9770(dec),31/52,52,1,5,0
10011000101011(bin) = 9771(dec),31/52,52,1,5,0
10011000101100(bin) = 9772(dec),31/52,52,1,5,0
10011000101101(bin) = 9773(dec),31/52,52,1,5,0
10011000101110(bin) = 9774(dec),31/52,52,1,5,0
10011000101111(bin) = 9775(dec),31/52,52,1,5,0
10011000110000(bin) = 9776(dec),31/52,52,1,5,0
10011000110001(bin) = 9777(dec),31/52,52,1,5,0
10011000110010(bin) = 9778(dec),31/52,52,1,5,0
10011000110011(bin) = 9779(dec),31/52,52,1,5,0
10011000110100(bin) = 9780(dec),31/52,52,1,5,0
10011000110101(bin) = 9781(dec),31/52,52,1,5,0
10011000110110(bin) = 9782(dec),31/52,52,1,5,0
10011000110111(bin) = 9783(dec),31/52,52,1,5,0
10011000111000(bin) = 9784(dec),31/52,52,1,5,0
10011000111001(bin) = 9785(dec),31/52,52,1,5,0
10011000111010(bin) = 9786(dec),31/52,52,1,5,0
10011000111011(bin) = 9787(dec),31/52,52,1,5,0
10011000111100(bin) = 9788(dec),31/52,52,1,5,0
10011000111101(bin) = 9789(dec),31/52,52,1,5,0
10011000111110(bin) = 9790(dec),31/52,52,1,5,0
10011000111111(bin) = 9791(dec),31/52,52,1,5,0
10011001000000(bin) = 9792(dec),31/52,52,1,5,0
10011001000001(bin) = 9793(dec),31/52,52,1,5,0
