Register Output,Fraction,Guess for r,guess1,guess2
0001001111000(bin) = 632(dec),1/13,13,1,5
0001001111001(bin) = 633(dec),1/13,13,1,5
0001001111010(bin) = 634(dec),1/13,13,1,5
0001001111011(bin) = 635(dec),1/13,13,1,5
0001001111100(bin) = 636(dec),1/13,13,1,5
0001001111101(bin) = 637(dec),4/51,51,1,11
0001001111110(bin) = 638(dec),4/51,51,1,11
0001001111111(bin) = 639(dec),4/51,51,1,11
0001010000000(bin) = 640(dec),4/51,51,1,11
0001010000001(bin) = 641(dec),4/51,51,1,11
0001010000010(bin) = 642(dec),4/51,51,1,11
0001010000011(bin) = 643(dec),4/51,51,1,11
0001010000100(bin) = 644(dec),4/51,51,1,11
0001010001100(bin) = 652(dec),2/25,25,5,1
0001010001101(bin) = 653(dec),2/25,25,5,1
0001010001110(bin) = 654(dec),2/25,25,5,1
0001010001111(bin) = 655(dec),2/25,25,5,1
0001010010000(bin) = 656(dec),2/25,25,5,1
0001010010001(bin) = 657(dec),2/25,25,5,1
0001010010010(bin) = 658(dec),2/25,25,5,1
0001010010011(bin) = 659(dec),2/25,25,5,1
0001010010100(bin) = 660(dec),3/37,37,1,5
0001010010101(bin) = 661(dec),3/37,37,1,5
0001010010110(bin) = 662(dec),3/37,37,1,5
0001010010111(bin) = 663(dec),3/37,37,1,5
0001010011000(bin) = 664(dec),3/37,37,1,5
0001010011001(bin) = 665(dec),3/37,37,1,5
0001010011010(bin) = 666(dec),3/37,37,1,5
0001010011011(bin) = 667(dec),4/49,49,5,1
0001010011101(bin) = 669(dec),4/49,49,5,1
0001010011110(bin) = 670(dec),4/49,49,5,1
0001010011111(bin) = 671(dec),4/49,49,5,1
0001010100000(bin) = 672(dec),4/49,49,5,1
0001010100001(bin) = 673(dec),4/49,49,5,1
0001010100010(bin) = 674(dec),4/49,49,5,1
0001010100011(bin) = 675(dec),4/49,49,5,1
0001010100100(bin) = 676(dec),1/12,12,1,5
0001010100101(bin) = 677(dec),1/12,12,1,5
0001010100110(bin) = 678(dec),1/12,12,1,5
0001010100111(bin) = 679(dec),1/12,12,1,5
0001010101000(bin) = 680(dec),1/12,12,1,5
0001010101001(bin) = 681(dec),1/12,12,1,5
0001010101010(bin) = 682(dec),1/12,12,1,5
0001010101011(bin) = 683(dec),1/12,12,1,5
0001010101100(bin) = 684(dec),1/12,12,1,5
0001010101101(bin) = 685(dec),1/12,12,1,5
0001010101110(bin) = 686(dec),1/12,12,1,5
0001010101111(bin) = 687(dec),1/12,12,1,5
0001010110000(bin) = 688(dec),1/12,12,1,5
0001010110001(bin) = 689(dec),1/12,12,1,5
0001011010110(bin) = 726(dec),4/45,45,1,5
0001011010111(bin) = 727(dec),4/45,45,1,5
0001011011000(bin) = 728(dec),4/45,45,1,5
0001011011001(bin) = 729(dec),4/45,45,1,5
0001011011010(bin) = 730(dec),4/45,45,1,5
0001011011011(bin) = 731(dec),4/45,45,1,5
0001011011100(bin) = 732(dec),4/45,45,1,5
0001011011101(bin) = 733(dec),4/45,45,1,5
0001011011110(bin) = 734(dec),4/45,45,1,5
0001011011111(bin) = 735(dec),4/45,45,1,5
0001011100000(bin) = 736(dec),4/45,45,1,5
0001011100001(bin) = 737(dec),1/11,11,1,11
0001011100010(bin) = 738(dec),1/11,11,1,11
0001011100011(bin) = 739(dec),1/11,11,1,11
0001011100100(bin) = 740(dec),1/11,11,1,11
0001011100101(bin) = 741(dec),1/11,11,1,11
0001011100110(bin) = 742(dec),1/11,11,1,11
0001011100111(bin) = 743(dec),1/11,11,1,11
0001011101000(bin) = 744(dec),1/11,11,1,11
0001011101001(bin) = 745(dec),1/11,11,1,11
0001011101010(bin) = 746(dec),1/11,11,1,11
0001011101011(bin) = 747(dec),1/11,11,1,11
0001011101100(bin) = 748(dec),1/11,11,1,11
0001011101101(bin) = 749(dec),1/11,11,1,11
0001011101110(bin) = 750(dec),1/11,11,1,11
0001011101111(bin) = 751(dec),1/11,11,1,11
0001011111110(bin) = 766(dec),3/32,32,5,1
0001011111111(bin) = 767(dec),3/32,32,5,1
0001100000000(bin) = 768(dec),3/32,32,5,1
0001100000001(bin) = 769(dec),3/32,32,5,1
0001100000010(bin) = 770(dec),3/32,32,5,1
0001100000011(bin) = 771(dec),5/53,53,1,5
0001100000100(bin) = 772(dec),5/53,53,1,5
0001100000101(bin) = 773(dec),5/53,53,1,5
0001100000110(bin) = 774(dec),5/53,53,1,5
0001100000111(bin) = 775(dec),5/53,53,1,5
0001100001000(bin) = 776(dec),5/53,53,1,5
0001100001001(bin) = 777(dec),2/21,21,11,5
0001100001010(bin) = 778(dec),2/21,21,11,5
0001100001011(bin) = 779(dec),2/21,21,11,5
0001100001100(bin) = 780(dec),2/21,21,11,5
0001100001101(bin) = 781(dec),2/21,21,11,5
0001100001110(bin) = 782(dec),2/21,21,11,5
0001100001111(bin) = 783(dec),2/21,21,11,5
0001100010000(bin) = 784(dec),5/52,52,1,5
0001100010001(bin) = 785(dec),5/52,52,1,5
0001100010010(bin) = 786(dec),5/52,52,1,5
0001100010011(bin) = 787(dec),5/52,52,1,5
0001100010100(bin) = 788(dec),5/52,52,1,5
0001100010101(bin) = 789(dec),5/52,52,1,5
0001100010110(bin) = 790(dec),5/52,52,1,5
0001100010111(bin) = 791(dec),3/31,31,1,11
0001100011000(bin) = 792(dec),3/31,31,1,11
0001100011001(bin) = 793(dec),3/31,31,1,11
0001100011010(bin) = 794(dec),3/31,31,1,11
0001100011011(bin) = 795(dec),3/31,31,1,11
0001100100010(bin) = 802(dec),5/51,51,1,11
0001100100011(bin) = 803(dec),5/51,51,1,11
0001100100100(bin) = 804(dec),5/51,51,1,11
0001100100101(bin) = 805(dec),5/51,51,1,11
0001100100110(bin) = 806(dec),5/51,51,1,11
0001100100111(bin) = 807(dec),5/51,51,1,11
0001100101000(bin) = 808(dec),5/51,51,1,11
0001100101001(bin) = 809(dec),5/51,51,1,11
0001100101010(bin) = 810(dec),5/51,51,1,11
0001100101011(bin) = 811(dec),5/51,51,1,11
0001100111011(bin) = 827(dec),1/10,10,1,11
0001100111100(bin) = 828(dec),5/49,49,5,1
0001100111101(bin) = 829(dec),5/49,49,5,1
0001100111111(bin) = 831(dec),5/49,49,5,1
0001101000000(bin) = 832(dec),5/49,49,5,1
0001101000001(bin) = 833(dec),5/49,49,5,1
0001101000010(bin) = 834(dec),5/49,49,5,1
0001101000011(bin) = 835(dec),5/49,49,5,1
0001101000100(bin) = 836(dec),5/49,49,5,1
0001101000101(bin) = 837(dec),5/49,49,5,1
0001101000110(bin) = 838(dec),5/49,49,5,1
0001101001100(bin) = 844(dec),3/29,29,1,5
0001101001101(bin) = 845(dec),3/29,29,1,5
0001101001110(bin) = 846(dec),3/29,29,1,5
0001101001111(bin) = 847(dec),3/29,29,1,5
0001101010000(bin) = 848(dec),3/29,29,1,5
0001101010001(bin) = 849(dec),3/29,29,1,5
0001101010010(bin) = 850(dec),3/29,29,1,5
0001101010011(bin) = 851(dec),5/48,48,5,1
0001101010100(bin) = 852(dec),5/48,48,5,1
0001101010101(bin) = 853(dec),5/48,48,5,1
0001101010110(bin) = 854(dec),5/48,48,5,1
0001101010111(bin) = 855(dec),5/48,48,5,1
0001101011000(bin) = 856(dec),5/48,48,5,1
0001101011001(bin) = 857(dec),5/48,48,5,1
0001101101011(bin) = 875(dec),3/28,28,1,5
0001101101100(bin) = 876(dec),3/28,28,1,5
0001101101101(bin) = 877(dec),3/28,28,1,5
0001101101110(bin) = 878(dec),3/28,28,1,5
0001101101111(bin) = 879(dec),3/28,28,1,5
0001101110000(bin) = 880(dec),3/28,28,1,5
0001101110001(bin) = 881(dec),3/28,28,1,5
0001101110010(bin) = 882(dec),4/37,37,1,5
0001101110011(bin) = 883(dec),4/37,37,1,5
0001101110100(bin) = 884(dec),4/37,37,1,5
0001101110101(bin) = 885(dec),4/37,37,1,5
0001101110110(bin) = 886(dec),4/37,37,1,5
0001101110111(bin) = 887(dec),4/37,37,1,5
0001101111000(bin) = 888(dec),4/37,37,1,5
0001110000110(bin) = 902(dec),1/9,9,5,1
0001110000111(bin) = 903(dec),1/9,9,5,1
0001110001000(bin) = 904(dec),1/9,9,5,1
0001110001001(bin) = 905(dec),1/9,9,5,1
0001110001010(bin) = 906(dec),1/9,9,5,1
0001110001011(bin) = 907(dec),1/9,9,5,1
0001110001100(bin) = 908(dec),1/9,9,5,1
0001110001101(bin) = 909(dec),1/9,9,5,1
0001110001110(bin) = 910(dec),1/9,9,5,1
0001110001111(bin) = 911(dec),1/9,9,5,1
0001110010000(bin) = 912(dec),1/9,9,5,1
0001110010001(bin) = 913(dec),1/9,9,5,1
0001110010010(bin) = 914(dec),1/9,9,5,1
0001110010011(bin) = 915(dec),1/9,9,5,1
0001110010100(bin) = 916(dec),1/9,9,5,1
0001110010101(bin) = 917(dec),1/9,9,5,1
0001110010110(bin) = 918(dec),1/9,9,5,1
0001110010111(bin) = 919(dec),6/53,53,1,5
0001110011000(bin) = 920(dec),6/53,53,1,5
0001110011001(bin) = 921(dec),6/53,53,1,5
0001110011010(bin) = 922(dec),6/53,53,1,5
0001110011011(bin) = 923(dec),6/53,53,1,5
0001110011100(bin) = 924(dec),6/53,53,1,5
0001110011101(bin) = 925(dec),6/53,53,1,5
0001110011110(bin) = 926(dec),6/53,53,1,5
0001110011111(bin) = 927(dec),6/53,53,1,5
0001110100000(bin) = 928(dec),6/53,53,1,5
0001110100001(bin) = 929(dec),6/53,53,1,5
0001110100010(bin) = 930(dec),5/44,44,1,5
0001110100011(bin) = 931(dec),5/44,44,1,5
0001110100100(bin) = 932(dec),5/44,44,1,5
0001110100101(bin) = 933(dec),5/44,44,1,5
0001110111111(bin) = 959(dec),2/17,17,5,1
0001111000000(bin) = 960(dec),2/17,17,5,1
0001111000001(bin) = 961(dec),2/17,17,5,1
0001111000010(bin) = 962(dec),2/17,17,5,1
0001111000011(bin) = 963(dec),2/17,17,5,1
0001111000100(bin) = 964(dec),2/17,17,5,1
0001111000101(bin) = 965(dec),2/17,17,5,1
0001111000110(bin) = 966(dec),2/17,17,5,1
0001111000111(bin) = 967(dec),2/17,17,5,1
0001111001000(bin) = 968(dec),2/17,17,5,1
0001111001001(bin) = 969(dec),2/17,17,5,1
0001111010100(bin) = 980(dec),3/25,25,5,1
0001111010101(bin) = 981(dec),3/25,25,5,1
0001111010110(bin) = 982(dec),3/25,25,5,1
0001111010111(bin) = 983(dec),3/25,25,5,1
0001111011000(bin) = 984(dec),3/25,25,5,1
0001111011001(bin) = 985(dec),3/25,25,5,1
0001111011010(bin) = 986(dec),3/25,25,5,1
0001111011011(bin) = 987(dec),3/25,25,5,1
0001111011100(bin) = 988(dec),3/25,25,5,1
0001111011101(bin) = 989(dec),4/33,33,5,1
0001111011110(bin) = 990(dec),4/33,33,5,1
0001111011111(bin) = 991(dec),4/33,33,5,1
0001111100000(bin) = 992(dec),4/33,33,5,1
0001111100001(bin) = 993(dec),4/33,33,5,1
0001111100010(bin) = 994(dec),4/33,33,5,1
0001111100011(bin) = 995(dec),4/33,33,5,1
0001111101010(bin) = 1002(dec),6/49,49,5,1
0001111101011(bin) = 1003(dec),6/49,49,5,1
0001111101100(bin) = 1004(dec),6/49,49,5,1
0001111101101(bin) = 1005(dec),6/49,49,5,1
0001111101110(bin) = 1006(dec),6/49,49,5,1
0001111101111(bin) = 1007(dec),6/49,49,5,1
0001111110000(bin) = 1008(dec),6/49,49,5,1
0001111110001(bin) = 1009(dec),6/49,49,5,1
0001111110010(bin) = 1010(dec),6/49,49,5,1
0001111110011(bin) = 1011(dec),6/49,49,5,1
0001111110100(bin) = 1012(dec),6/49,49,5,1
0001111110101(bin) = 1013(dec),6/49,49,5,1
0001111110110(bin) = 1014(dec),1/8,8,5,1
0001111110111(bin) = 1015(dec),1/8,8,5,1
0001111111000(bin) = 1016(dec),1/8,8,5,1
0001111111001(bin) = 1017(dec),1/8,8,5,1
0001111111010(bin) = 1018(dec),1/8,8,5,1
0001111111011(bin) = 1019(dec),1/8,8,5,1
0001111111100(bin) = 1020(dec),1/8,8,5,1
0001111111101(bin) = 1021(dec),1/8,8,5,1
0001111111110(bin) = 1022(dec),1/8,8,5,1
0001111111111(bin) = 1023(dec),1/8,8,5,1
0010000000000(bin) = 1024(dec),1/8,8,5,1
0010000000001(bin) = 1025(dec),1/8,8,5,1
0010000000010(bin) = 1026(dec),1/8,8,5,1
0010000000011(bin) = 1027(dec),1/8,8,5,1
0010000000100(bin) = 1028(dec),1/8,8,5,1
0010000000101(bin) = 1029(dec),1/8,8,5,1
0010000000110(bin) = 1030(dec),1/8,8,5,1
0010000000111(bin) = 1031(dec),1/8,8,5,1
0010000001000(bin) = 1032(dec),1/8,8,5,1
0010000001001(bin) = 1033(dec),1/8,8,5,1
0010000011110(bin) = 1054(dec),4/31,31,1,11
0010000011111(bin) = 1055(dec),4/31,31,1,11
0010000100000(bin) = 1056(dec),4/31,31,1,11
0010000100001(bin) = 1057(dec),4/31,31,1,11
0010000100010(bin) = 1058(dec),4/31,31,1,11
0010000100011(bin) = 1059(dec),4/31,31,1,11
0010000111000(bin) = 1080(dec),7/53,53,1,5
0010000111001(bin) = 1081(dec),7/53,53,1,5
0010000111010(bin) = 1082(dec),7/53,53,1,5
0010000111011(bin) = 1083(dec),7/53,53,1,5
0010000111100(bin) = 1084(dec),7/53,53,1,5
0010000111101(bin) = 1085(dec),7/53,53,1,5
0010000111110(bin) = 1086(dec),7/53,53,1,5
0010000111111(bin) = 1087(dec),7/53,53,1,5
0010001001010(bin) = 1098(dec),7/52,52,1,5
0010001001011(bin) = 1099(dec),7/52,52,1,5
0010001001100(bin) = 1100(dec),7/52,52,1,5
0010001001101(bin) = 1101(dec),7/52,52,1,5
0010001001110(bin) = 1102(dec),7/52,52,1,5
0010001001111(bin) = 1103(dec),7/52,52,1,5
0010001010000(bin) = 1104(dec),7/52,52,1,5
0010001010001(bin) = 1105(dec),5/37,37,1,5
0010001010010(bin) = 1106(dec),5/37,37,1,5
0010001010011(bin) = 1107(dec),5/37,37,1,5
0010001010100(bin) = 1108(dec),5/37,37,1,5
0010001010101(bin) = 1109(dec),5/37,37,1,5
0010001010110(bin) = 1110(dec),5/37,37,1,5
0010001010111(bin) = 1111(dec),5/37,37,1,5
0010001100001(bin) = 1121(dec),7/51,51,1,11
0010001100010(bin) = 1122(dec),7/51,51,1,11
0010001100011(bin) = 1123(dec),7/51,51,1,11
0010001100100(bin) = 1124(dec),7/51,51,1,11
0010001100101(bin) = 1125(dec),7/51,51,1,11
0010001100110(bin) = 1126(dec),7/51,51,1,11
0010001100111(bin) = 1127(dec),7/51,51,1,11
0010001101000(bin) = 1128(dec),4/29,29,1,5
0010001101001(bin) = 1129(dec),4/29,29,1,5
0010001101010(bin) = 1130(dec),4/29,29,1,5
0010001101011(bin) = 1131(dec),4/29,29,1,5
0010001101100(bin) = 1132(dec),4/29,29,1,5
0010001101101(bin) = 1133(dec),4/29,29,1,5
0010001101110(bin) = 1134(dec),5/36,36,1,5
0010001101111(bin) = 1135(dec),5/36,36,1,5
0010001110000(bin) = 1136(dec),5/36,36,1,5
0010001110001(bin) = 1137(dec),5/36,36,1,5
0010001110010(bin) = 1138(dec),5/36,36,1,5
0010001110011(bin) = 1139(dec),5/36,36,1,5
0010001110100(bin) = 1140(dec),5/36,36,1,5
0010001111001(bin) = 1145(dec),7/50,50,1,11
0010001111010(bin) = 1146(dec),7/50,50,1,11
0010001111011(bin) = 1147(dec),7/50,50,1,11
0010001111100(bin) = 1148(dec),7/50,50,1,11
0010001111101(bin) = 1149(dec),7/50,50,1,11
0010001111110(bin) = 1150(dec),7/50,50,1,11
0010001111111(bin) = 1151(dec),7/50,50,1,11
0010010000000(bin) = 1152(dec),7/50,50,1,11
0010010000001(bin) = 1153(dec),7/50,50,1,11
0010010000010(bin) = 1154(dec),7/50,50,1,11
0010010000011(bin) = 1155(dec),7/50,50,1,11
0010010000100(bin) = 1156(dec),7/50,50,1,11
0010010000101(bin) = 1157(dec),7/50,50,1,11
0010010000110(bin) = 1158(dec),7/50,50,1,11
0010010101010(bin) = 1194(dec),7/48,48,5,1
0010010101011(bin) = 1195(dec),7/48,48,5,1
0010010101100(bin) = 1196(dec),7/48,48,5,1
0010011001001(bin) = 1225(dec),3/20,20,11,5
0010011010011(bin) = 1235(dec),8/53,53,1,5
0010011010101(bin) = 1237(dec),8/53,53,1,5
0010011010110(bin) = 1238(dec),8/53,53,1,5
0010011010111(bin) = 1239(dec),5/33,33,5,1
0010011011001(bin) = 1241(dec),5/33,33,5,1
0010011011010(bin) = 1242(dec),5/33,33,5,1
0010011011011(bin) = 1243(dec),5/33,33,5,1
0010011100110(bin) = 1254(dec),2/13,13,1,5
0010011100111(bin) = 1255(dec),2/13,13,1,5
0010011101000(bin) = 1256(dec),2/13,13,1,5
0010011101001(bin) = 1257(dec),2/13,13,1,5
0010011101010(bin) = 1258(dec),2/13,13,1,5
0010011101011(bin) = 1259(dec),2/13,13,1,5
0010011101100(bin) = 1260(dec),2/13,13,1,5
0010011101101(bin) = 1261(dec),2/13,13,1,5
0010011101110(bin) = 1262(dec),2/13,13,1,5
0010011101111(bin) = 1263(dec),2/13,13,1,5
0010011110000(bin) = 1264(dec),2/13,13,1,5
0010011110001(bin) = 1265(dec),2/13,13,1,5
0010011110010(bin) = 1266(dec),2/13,13,1,5
0010011110011(bin) = 1267(dec),2/13,13,1,5
0010011110100(bin) = 1268(dec),7/45,45,1,5
0010011110101(bin) = 1269(dec),7/45,45,1,5
0010011110110(bin) = 1270(dec),7/45,45,1,5
0010011110111(bin) = 1271(dec),7/45,45,1,5
0010011111000(bin) = 1272(dec),7/45,45,1,5
0010011111001(bin) = 1273(dec),7/45,45,1,5
0010011111010(bin) = 1274(dec),7/45,45,1,5
0010011111011(bin) = 1275(dec),7/45,45,1,5
0010011111100(bin) = 1276(dec),7/45,45,1,5
0010011111101(bin) = 1277(dec),7/45,45,1,5
0010011111110(bin) = 1278(dec),5/32,32,5,1
0010011111111(bin) = 1279(dec),5/32,32,5,1
0010100000000(bin) = 1280(dec),5/32,32,5,1
0010100000001(bin) = 1281(dec),5/32,32,5,1
0010100000010(bin) = 1282(dec),5/32,32,5,1
0010100000011(bin) = 1283(dec),8/51,51,1,11
0010100000100(bin) = 1284(dec),8/51,51,1,11
0010100000101(bin) = 1285(dec),8/51,51,1,11
0010100000110(bin) = 1286(dec),8/51,51,1,11
0010100000111(bin) = 1287(dec),8/51,51,1,11
0010100001000(bin) = 1288(dec),8/51,51,1,11
0010100001001(bin) = 1289(dec),8/51,51,1,11
0010100010011(bin) = 1299(dec),7/44,44,1,5
0010100010100(bin) = 1300(dec),7/44,44,1,5
0010100010101(bin) = 1301(dec),7/44,44,1,5
0010100010110(bin) = 1302(dec),7/44,44,1,5
0010100010111(bin) = 1303(dec),7/44,44,1,5
0010100011000(bin) = 1304(dec),7/44,44,1,5
0010100011001(bin) = 1305(dec),7/44,44,1,5
0010100011010(bin) = 1306(dec),7/44,44,1,5
0010100011011(bin) = 1307(dec),4/25,25,5,1
0010100011100(bin) = 1308(dec),4/25,25,5,1
0010100011101(bin) = 1309(dec),4/25,25,5,1
0010100011110(bin) = 1310(dec),4/25,25,5,1
0010100011111(bin) = 1311(dec),4/25,25,5,1
0010100100000(bin) = 1312(dec),4/25,25,5,1
0010100100001(bin) = 1313(dec),4/25,25,5,1
0010100100010(bin) = 1314(dec),4/25,25,5,1
0010100100011(bin) = 1315(dec),4/25,25,5,1
0010100100100(bin) = 1316(dec),4/25,25,5,1
0010100100101(bin) = 1317(dec),5/31,31,1,11
0010100100110(bin) = 1318(dec),5/31,31,1,11
0010100100111(bin) = 1319(dec),5/31,31,1,11
0010100101000(bin) = 1320(dec),5/31,31,1,11
0010100101001(bin) = 1321(dec),5/31,31,1,11
0010100101010(bin) = 1322(dec),5/31,31,1,11
0010100101011(bin) = 1323(dec),5/31,31,1,11
0010100101100(bin) = 1324(dec),5/31,31,1,11
0010100101101(bin) = 1325(dec),6/37,37,1,5
0010100101110(bin) = 1326(dec),6/37,37,1,5
0010100101111(bin) = 1327(dec),6/37,37,1,5
0010100110000(bin) = 1328(dec),6/37,37,1,5
0010100110001(bin) = 1329(dec),6/37,37,1,5
0010100110010(bin) = 1330(dec),6/37,37,1,5
0010100110011(bin) = 1331(dec),6/37,37,1,5
0010100111000(bin) = 1336(dec),8/49,49,5,1
0010100111001(bin) = 1337(dec),8/49,49,5,1
0010100111010(bin) = 1338(dec),8/49,49,5,1
0010101100011(bin) = 1379(dec),9/53,53,1,5
0010101100100(bin) = 1380(dec),9/53,53,1,5
0010101100101(bin) = 1381(dec),9/53,53,1,5
0010101100110(bin) = 1382(dec),9/53,53,1,5
0010101100111(bin) = 1383(dec),9/53,53,1,5
0010101101000(bin) = 1384(dec),9/53,53,1,5
0010101101001(bin) = 1385(dec),9/53,53,1,5
0010101101010(bin) = 1386(dec),9/53,53,1,5
0010101101011(bin) = 1387(dec),9/53,53,1,5
0010101101100(bin) = 1388(dec),9/53,53,1,5
0010101101101(bin) = 1389(dec),9/53,53,1,5
0010101101110(bin) = 1390(dec),9/53,53,1,5
0010101101111(bin) = 1391(dec),9/53,53,1,5
0010101110000(bin) = 1392(dec),9/53,53,1,5
0010110000001(bin) = 1409(dec),5/29,29,1,5
0010110000010(bin) = 1410(dec),5/29,29,1,5
0010110000011(bin) = 1411(dec),5/29,29,1,5
0010110000100(bin) = 1412(dec),5/29,29,1,5
0010110000101(bin) = 1413(dec),5/29,29,1,5
0010110000110(bin) = 1414(dec),5/29,29,1,5
0010110000111(bin) = 1415(dec),5/29,29,1,5
0010110001000(bin) = 1416(dec),9/52,52,1,5
0010110001001(bin) = 1417(dec),9/52,52,1,5
0010110001010(bin) = 1418(dec),9/52,52,1,5
0010110001011(bin) = 1419(dec),9/52,52,1,5
0010110001100(bin) = 1420(dec),9/52,52,1,5
0010110001101(bin) = 1421(dec),9/52,52,1,5
0010110100000(bin) = 1440(dec),3/17,17,5,1
0010110100001(bin) = 1441(dec),3/17,17,5,1
0010110100010(bin) = 1442(dec),3/17,17,5,1
0010110100011(bin) = 1443(dec),3/17,17,5,1
0010110100100(bin) = 1444(dec),3/17,17,5,1
0010110100101(bin) = 1445(dec),3/17,17,5,1
0010110100110(bin) = 1446(dec),3/17,17,5,1
0010110100111(bin) = 1447(dec),3/17,17,5,1
0010110101000(bin) = 1448(dec),3/17,17,5,1
0010110101001(bin) = 1449(dec),3/17,17,5,1
0010110101010(bin) = 1450(dec),3/17,17,5,1
0010110101011(bin) = 1451(dec),3/17,17,5,1
0010110101100(bin) = 1452(dec),8/45,45,1,5
0010110101101(bin) = 1453(dec),8/45,45,1,5
0010110101110(bin) = 1454(dec),8/45,45,1,5
0010110101111(bin) = 1455(dec),8/45,45,1,5
0010110110000(bin) = 1456(dec),8/45,45,1,5
0010110110001(bin) = 1457(dec),8/45,45,1,5
0010110110010(bin) = 1458(dec),8/45,45,1,5
0010110110011(bin) = 1459(dec),8/45,45,1,5
0010110110100(bin) = 1460(dec),5/28,28,1,5
0010110110101(bin) = 1461(dec),5/28,28,1,5
0010110110110(bin) = 1462(dec),5/28,28,1,5
0010110110111(bin) = 1463(dec),5/28,28,1,5
0010110111000(bin) = 1464(dec),5/28,28,1,5
0010110111001(bin) = 1465(dec),5/28,28,1,5
0010110111010(bin) = 1466(dec),5/28,28,1,5
0010111000001(bin) = 1473(dec),9/50,50,1,11
0010111000010(bin) = 1474(dec),9/50,50,1,11
0010111000011(bin) = 1475(dec),9/50,50,1,11
0010111000100(bin) = 1476(dec),9/50,50,1,11
0010111000101(bin) = 1477(dec),9/50,50,1,11
0010111000110(bin) = 1478(dec),9/50,50,1,11
0010111000111(bin) = 1479(dec),9/50,50,1,11
0010111001000(bin) = 1480(dec),9/50,50,1,11
0010111001001(bin) = 1481(dec),9/50,50,1,11
0010111001010(bin) = 1482(dec),9/50,50,1,11
0010111001011(bin) = 1483(dec),2/11,11,1,11
0010111001100(bin) = 1484(dec),2/11,11,1,11
0010111001101(bin) = 1485(dec),2/11,11,1,11
0010111001110(bin) = 1486(dec),2/11,11,1,11
0010111001111(bin) = 1487(dec),2/11,11,1,11
0010111010000(bin) = 1488(dec),2/11,11,1,11
0010111010001(bin) = 1489(dec),2/11,11,1,11
0010111010010(bin) = 1490(dec),2/11,11,1,11
0010111010011(bin) = 1491(dec),2/11,11,1,11
0010111010100(bin) = 1492(dec),2/11,11,1,11
0010111010101(bin) = 1493(dec),2/11,11,1,11
0010111010110(bin) = 1494(dec),2/11,11,1,11
0010111010111(bin) = 1495(dec),2/11,11,1,11
0010111011000(bin) = 1496(dec),2/11,11,1,11
0010111011001(bin) = 1497(dec),2/11,11,1,11
0010111011010(bin) = 1498(dec),9/49,49,5,1
0010111011011(bin) = 1499(dec),9/49,49,5,1
0010111011100(bin) = 1500(dec),9/49,49,5,1
0010111011101(bin) = 1501(dec),9/49,49,5,1
0010111011110(bin) = 1502(dec),9/49,49,5,1
0010111011111(bin) = 1503(dec),9/49,49,5,1
0010111100000(bin) = 1504(dec),9/49,49,5,1
0010111100001(bin) = 1505(dec),9/49,49,5,1
0010111100010(bin) = 1506(dec),9/49,49,5,1
0010111111011(bin) = 1531(dec),3/16,16,5,1
0010111111100(bin) = 1532(dec),3/16,16,5,1
0010111111101(bin) = 1533(dec),3/16,16,5,1
0010111111110(bin) = 1534(dec),3/16,16,5,1
0010111111111(bin) = 1535(dec),3/16,16,5,1
0011000000000(bin) = 1536(dec),3/16,16,5,1
0011000000001(bin) = 1537(dec),3/16,16,5,1
0011000000010(bin) = 1538(dec),3/16,16,5,1
0011000000011(bin) = 1539(dec),3/16,16,5,1
0011000000100(bin) = 1540(dec),3/16,16,5,1
0011000000101(bin) = 1541(dec),10/53,53,1,5
0011000000110(bin) = 1542(dec),10/53,53,1,5
0011000000111(bin) = 1543(dec),10/53,53,1,5
0011000001000(bin) = 1544(dec),10/53,53,1,5
0011000001001(bin) = 1545(dec),10/53,53,1,5
0011000001010(bin) = 1546(dec),10/53,53,1,5
0011000001011(bin) = 1547(dec),10/53,53,1,5
0011000001100(bin) = 1548(dec),7/37,37,1,5
0011000001101(bin) = 1549(dec),7/37,37,1,5
0011000001110(bin) = 1550(dec),7/37,37,1,5
0011000001111(bin) = 1551(dec),7/37,37,1,5
0011000010000(bin) = 1552(dec),7/37,37,1,5
0011000010001(bin) = 1553(dec),7/37,37,1,5
0011000010010(bin) = 1554(dec),7/37,37,1,5
0011000010011(bin) = 1555(dec),7/37,37,1,5
0011000010100(bin) = 1556(dec),4/21,21,11,5
0011000010101(bin) = 1557(dec),4/21,21,11,5
0011000010110(bin) = 1558(dec),4/21,21,11,5
0011000010111(bin) = 1559(dec),4/21,21,11,5
0011000011000(bin) = 1560(dec),4/21,21,11,5
0011000011001(bin) = 1561(dec),4/21,21,11,5
0011000011010(bin) = 1562(dec),4/21,21,11,5
0011000011011(bin) = 1563(dec),4/21,21,11,5
0011000011100(bin) = 1564(dec),4/21,21,11,5
0011000101101(bin) = 1581(dec),6/31,31,1,11
0011000101110(bin) = 1582(dec),6/31,31,1,11
0011000101111(bin) = 1583(dec),6/31,31,1,11
0011000110000(bin) = 1584(dec),6/31,31,1,11
0011000110001(bin) = 1585(dec),6/31,31,1,11
0011000110010(bin) = 1586(dec),6/31,31,1,11
0011000110011(bin) = 1587(dec),6/31,31,1,11
0011000110100(bin) = 1588(dec),6/31,31,1,11
0011000110101(bin) = 1589(dec),6/31,31,1,11
0011000110110(bin) = 1590(dec),7/36,36,1,5
0011000110111(bin) = 1591(dec),7/36,36,1,5
0011000111000(bin) = 1592(dec),7/36,36,1,5
