Register Output,Fraction,Guess for r,guess1,guess2
1011100000011101(bin) = 47133(dec),23/32,32,5,1
1011100000011110(bin) = 47134(dec),23/32,32,5,1
1011100000011111(bin) = 47135(dec),23/32,32,5,1
1011100000100000(bin) = 47136(dec),23/32,32,5,1
1011100000100001(bin) = 47137(dec),23/32,32,5,1
1011100000100010(bin) = 47138(dec),23/32,32,5,1
1011100000100011(bin) = 47139(dec),23/32,32,5,1
1011100000100100(bin) = 47140(dec),23/32,32,5,1
1011100000100101(bin) = 47141(dec),23/32,32,5,1
1011100000100110(bin) = 47142(dec),23/32,32,5,1
1011100000100111(bin) = 47143(dec),23/32,32,5,1
1011100000101000(bin) = 47144(dec),23/32,32,5,1
1011100000101001(bin) = 47145(dec),18/25,25,5,1
1011100000101010(bin) = 47146(dec),18/25,25,5,1
1011100000101011(bin) = 47147(dec),18/25,25,5,1
1011100000101100(bin) = 47148(dec),18/25,25,5,1
1011100000101101(bin) = 47149(dec),18/25,25,5,1
1011100000101110(bin) = 47150(dec),18/25,25,5,1
1011100000101111(bin) = 47151(dec),18/25,25,5,1
1011100000110000(bin) = 47152(dec),18/25,25,5,1
1011100000110001(bin) = 47153(dec),18/25,25,5,1
1011100000110010(bin) = 47154(dec),18/25,25,5,1
1011100000110011(bin) = 47155(dec),18/25,25,5,1
1011100000110100(bin) = 47156(dec),18/25,25,5,1
1011100000110101(bin) = 47157(dec),18/25,25,5,1
1011100000110110(bin) = 47158(dec),18/25,25,5,1
1011100000110111(bin) = 47159(dec),18/25,25,5,1
1011100000111000(bin) = 47160(dec),18/25,25,5,1
1011100000111001(bin) = 47161(dec),18/25,25,5,1
1011100000111010(bin) = 47162(dec),18/25,25,5,1
1011100000111011(bin) = 47163(dec),18/25,25,5,1
1011100000111100(bin) = 47164(dec),18/25,25,5,1
1011100000111101(bin) = 47165(dec),18/25,25,5,1
1011100000111110(bin) = 47166(dec),18/25,25,5,1
1011100000111111(bin) = 47167(dec),18/25,25,5,1
1011100001000000(bin) = 47168(dec),18/25,25,5,1
1011100001000001(bin) = 47169(dec),18/25,25,5,1
1011100001000010(bin) = 47170(dec),18/25,25,5,1
1011100001000011(bin) = 47171(dec),18/25,25,5,1
1011100001000100(bin) = 47172(dec),18/25,25,5,1
1011100001000101(bin) = 47173(dec),18/25,25,5,1
1011100001000110(bin) = 47174(dec),18/25,25,5,1
1011100001000111(bin) = 47175(dec),18/25,25,5,1
1011100001001000(bin) = 47176(dec),18/25,25,5,1
1011100001001001(bin) = 47177(dec),18/25,25,5,1
1011100001001010(bin) = 47178(dec),18/25,25,5,1
1011100001001011(bin) = 47179(dec),18/25,25,5,1
1011100001001100(bin) = 47180(dec),18/25,25,5,1
1011100001001101(bin) = 47181(dec),18/25,25,5,1
1011100001001110(bin) = 47182(dec),18/25,25,5,1
1011100001001111(bin) = 47183(dec),18/25,25,5,1
1011100001010000(bin) = 47184(dec),18/25,25,5,1
1011100001010001(bin) = 47185(dec),18/25,25,5,1
1011100001010010(bin) = 47186(dec),18/25,25,5,1
1011100001010011(bin) = 47187(dec),18/25,25,5,1
1011100001010100(bin) = 47188(dec),18/25,25,5,1
1011100001010101(bin) = 47189(dec),18/25,25,5,1
1011100001010110(bin) = 47190(dec),18/25,25,5,1
1011100001010111(bin) = 47191(dec),18/25,25,5,1
1011100001011000(bin) = 47192(dec),18/25,25,5,1
1011100001011001(bin) = 47193(dec),18/25,25,5,1
1011100001011010(bin) = 47194(dec),18/25,25,5,1
1011100001011011(bin) = 47195(dec),18/25,25,5,1
1011100001011100(bin) = 47196(dec),18/25,25,5,1
1011100001011101(bin) = 47197(dec),18/25,25,5,1
1011100001011110(bin) = 47198(dec),18/25,25,5,1
1011100001011111(bin) = 47199(dec),18/25,25,5,1
1011100001100000(bin) = 47200(dec),18/25,25,5,1
1011100001100001(bin) = 47201(dec),18/25,25,5,1
1011100001100010(bin) = 47202(dec),18/25,25,5,1
1011100001100011(bin) = 47203(dec),18/25,25,5,1
1011100001100100(bin) = 47204(dec),18/25,25,5,1
1011100001100101(bin) = 47205(dec),18/25,25,5,1
1011100001100110(bin) = 47206(dec),18/25,25,5,1
1011100001100111(bin) = 47207(dec),18/25,25,5,1
1011100001101000(bin) = 47208(dec),18/25,25,5,1
1011100001101001(bin) = 47209(dec),18/25,25,5,1
1011100001101010(bin) = 47210(dec),18/25,25,5,1
1011100001101011(bin) = 47211(dec),18/25,25,5,1
1011100001101100(bin) = 47212(dec),18/25,25,5,1
1011100001101101(bin) = 47213(dec),18/25,25,5,1
1011100001101110(bin) = 47214(dec),18/25,25,5,1
1011100001101111(bin) = 47215(dec),18/25,25,5,1
1011100001110000(bin) = 47216(dec),18/25,25,5,1
1011100101001010(bin) = 47434(dec),21/29,29,1,5
1011100101001011(bin) = 47435(dec),21/29,29,1,5
1011100101001100(bin) = 47436(dec),21/29,29,1,5
1011100101001101(bin) = 47437(dec),21/29,29,1,5
1011100101001110(bin) = 47438(dec),21/29,29,1,5
1011100101001111(bin) = 47439(dec),21/29,29,1,5
1011100101010000(bin) = 47440(dec),21/29,29,1,5
1011100101010001(bin) = 47441(dec),21/29,29,1,5
1011100101010010(bin) = 47442(dec),21/29,29,1,5
1011100101010011(bin) = 47443(dec),21/29,29,1,5
1011100101010100(bin) = 47444(dec),21/29,29,1,5
1011100101010101(bin) = 47445(dec),21/29,29,1,5
1011100101010110(bin) = 47446(dec),21/29,29,1,5
1011100101010111(bin) = 47447(dec),21/29,29,1,5
1011100101011000(bin) = 47448(dec),21/29,29,1,5
1011100101011001(bin) = 47449(dec),21/29,29,1,5
1011100101011010(bin) = 47450(dec),21/29,29,1,5
1011100101011011(bin) = 47451(dec),21/29,29,1,5
1011100101011100(bin) = 47452(dec),21/29,29,1,5
1011100101011101(bin) = 47453(dec),21/29,29,1,5
1011100101011110(bin) = 47454(dec),21/29,29,1,5
1011100101011111(bin) = 47455(dec),21/29,29,1,5
1011100101100000(bin) = 47456(dec),21/29,29,1,5
1011100101100001(bin) = 47457(dec),21/29,29,1,5
1011100101100010(bin) = 47458(dec),21/29,29,1,5
1011100101100011(bin) = 47459(dec),21/29,29,1,5
1011100101100100(bin) = 47460(dec),21/29,29,1,5
1011100101100101(bin) = 47461(dec),21/29,29,1,5
1011100101100110(bin) = 47462(dec),21/29,29,1,5
1011100101100111(bin) = 47463(dec),21/29,29,1,5
1011100101101000(bin) = 47464(dec),21/29,29,1,5
1011100101101001(bin) = 47465(dec),21/29,29,1,5
1011100101101010(bin) = 47466(dec),21/29,29,1,5
1011100101101011(bin) = 47467(dec),21/29,29,1,5
1011100101101100(bin) = 47468(dec),21/29,29,1,5
1011100101101101(bin) = 47469(dec),21/29,29,1,5
1011100101101110(bin) = 47470(dec),21/29,29,1,5
1011100101101111(bin) = 47471(dec),21/29,29,1,5
1011100101110000(bin) = 47472(dec),21/29,29,1,5
1011100101110001(bin) = 47473(dec),21/29,29,1,5
1011100101110010(bin) = 47474(dec),21/29,29,1,5
1011100101110011(bin) = 47475(dec),21/29,29,1,5
1011100101110100(bin) = 47476(dec),21/29,29,1,5
1011100101110101(bin) = 47477(dec),21/29,29,1,5
1011100101110110(bin) = 47478(dec),21/29,29,1,5
1011100101110111(bin) = 47479(dec),21/29,29,1,5
1011100101111000(bin) = 47480(dec),21/29,29,1,5
1011100101111001(bin) = 47481(dec),21/29,29,1,5
1011100101111010(bin) = 47482(dec),21/29,29,1,5
1011100101111011(bin) = 47483(dec),21/29,29,1,5
1011100101111100(bin) = 47484(dec),21/29,29,1,5
1011100101111101(bin) = 47485(dec),21/29,29,1,5
1011100110101010(bin) = 47530(dec),37/51,51,1,11
1011100110101011(bin) = 47531(dec),37/51,51,1,11
1011100110101100(bin) = 47532(dec),37/51,51,1,11
1011100110101101(bin) = 47533(dec),37/51,51,1,11
1011100110101110(bin) = 47534(dec),37/51,51,1,11
1011100110101111(bin) = 47535(dec),37/51,51,1,11
1011100110110000(bin) = 47536(dec),37/51,51,1,11
1011100110110001(bin) = 47537(dec),37/51,51,1,11
1011100110110010(bin) = 47538(dec),37/51,51,1,11
1011100110110011(bin) = 47539(dec),37/51,51,1,11
1011100110110100(bin) = 47540(dec),37/51,51,1,11
1011100110110101(bin) = 47541(dec),37/51,51,1,11
1011100110110110(bin) = 47542(dec),37/51,51,1,11
1011100110110111(bin) = 47543(dec),37/51,51,1,11
1011100110111000(bin) = 47544(dec),37/51,51,1,11
1011100110111001(bin) = 47545(dec),37/51,51,1,11
1011100110111010(bin) = 47546(dec),37/51,51,1,11
1011100110111011(bin) = 47547(dec),37/51,51,1,11
1011100110111100(bin) = 47548(dec),37/51,51,1,11
1011100110111101(bin) = 47549(dec),37/51,51,1,11
1011100110111110(bin) = 47550(dec),37/51,51,1,11
1011100110111111(bin) = 47551(dec),37/51,51,1,11
1011100111000000(bin) = 47552(dec),37/51,51,1,11
1011100111000001(bin) = 47553(dec),37/51,51,1,11
1011100111000010(bin) = 47554(dec),37/51,51,1,11
1011100111000011(bin) = 47555(dec),37/51,51,1,11
1011100111000100(bin) = 47556(dec),37/51,51,1,11
1011100111000101(bin) = 47557(dec),37/51,51,1,11
1011100111000110(bin) = 47558(dec),37/51,51,1,11
1011100111000111(bin) = 47559(dec),37/51,51,1,11
1011100111001000(bin) = 47560(dec),37/51,51,1,11
1011100111001001(bin) = 47561(dec),37/51,51,1,11
1011100111001010(bin) = 47562(dec),37/51,51,1,11
1011100111001011(bin) = 47563(dec),37/51,51,1,11
1011100111001100(bin) = 47564(dec),37/51,51,1,11
1011100111001101(bin) = 47565(dec),37/51,51,1,11
1011100111001110(bin) = 47566(dec),37/51,51,1,11
1011100111001111(bin) = 47567(dec),37/51,51,1,11
1011100111010000(bin) = 47568(dec),37/51,51,1,11
1011100111010001(bin) = 47569(dec),37/51,51,1,11
1011100111010010(bin) = 47570(dec),37/51,51,1,11
1011100111010011(bin) = 47571(dec),37/51,51,1,11
1011100111010100(bin) = 47572(dec),37/51,51,1,11
1011100111010101(bin) = 47573(dec),37/51,51,1,11
1011100111010110(bin) = 47574(dec),37/51,51,1,11
1011100111010111(bin) = 47575(dec),37/51,51,1,11
1011100111011000(bin) = 47576(dec),37/51,51,1,11
1011100111011001(bin) = 47577(dec),37/51,51,1,11
1011100111011010(bin) = 47578(dec),37/51,51,1,11
1011100111011011(bin) = 47579(dec),37/51,51,1,11
1011100111011100(bin) = 47580(dec),37/51,51,1,11
1011100111011101(bin) = 47581(dec),37/51,51,1,11
1011100111011110(bin) = 47582(dec),37/51,51,1,11
1011100111011111(bin) = 47583(dec),37/51,51,1,11
1011100111100000(bin) = 47584(dec),37/51,51,1,11
1011100111100001(bin) = 47585(dec),37/51,51,1,11
1011100111100010(bin) = 47586(dec),37/51,51,1,11
1011100111100011(bin) = 47587(dec),37/51,51,1,11
1011100111100100(bin) = 47588(dec),37/51,51,1,11
1011100111100101(bin) = 47589(dec),37/51,51,1,11
1011100111100110(bin) = 47590(dec),37/51,51,1,11
1011100111100111(bin) = 47591(dec),37/51,51,1,11
1011100111101000(bin) = 47592(dec),37/51,51,1,11
1011100111101001(bin) = 47593(dec),37/51,51,1,11
1011100111101010(bin) = 47594(dec),37/51,51,1,11
1011100111101011(bin) = 47595(dec),37/51,51,1,11
1011100111101100(bin) = 47596(dec),37/51,51,1,11
1011100111101101(bin) = 47597(dec),37/51,51,1,11
1011100111101110(bin) = 47598(dec),37/51,51,1,11
1011100111101111(bin) = 47599(dec),37/51,51,1,11
1011100111110000(bin) = 47600(dec),37/51,51,1,11
1011100111110001(bin) = 47601(dec),37/51,51,1,11
1011100111110010(bin) = 47602(dec),37/51,51,1,11
1011100111110011(bin) = 47603(dec),37/51,51,1,11
1011100111110100(bin) = 47604(dec),37/51,51,1,11
1011100111110101(bin) = 47605(dec),8/11,11,1,11
1011100111110110(bin) = 47606(dec),8/11,11,1,11
1011100111110111(bin) = 47607(dec),8/11,11,1,11
1011100111111000(bin) = 47608(dec),8/11,11,1,11
1011100111111001(bin) = 47609(dec),8/11,11,1,11
1011100111111010(bin) = 47610(dec),8/11,11,1,11
1011100111111011(bin) = 47611(dec),8/11,11,1,11
1011100111111100(bin) = 47612(dec),8/11,11,1,11
1011100111111101(bin) = 47613(dec),8/11,11,1,11
1011100111111110(bin) = 47614(dec),8/11,11,1,11
1011100111111111(bin) = 47615(dec),8/11,11,1,11
1011101000000000(bin) = 47616(dec),8/11,11,1,11
1011101000000001(bin) = 47617(dec),8/11,11,1,11
1011101000000010(bin) = 47618(dec),8/11,11,1,11
1011101000000011(bin) = 47619(dec),8/11,11,1,11
1011101000000100(bin) = 47620(dec),8/11,11,1,11
1011101000000101(bin) = 47621(dec),8/11,11,1,11
1011101000000110(bin) = 47622(dec),8/11,11,1,11
1011101000000111(bin) = 47623(dec),8/11,11,1,11
1011101000001000(bin) = 47624(dec),8/11,11,1,11
1011101000001001(bin) = 47625(dec),8/11,11,1,11
1011101000001010(bin) = 47626(dec),8/11,11,1,11
1011101000001011(bin) = 47627(dec),8/11,11,1,11
1011101000001100(bin) = 47628(dec),8/11,11,1,11
1011101000001101(bin) = 47629(dec),8/11,11,1,11
1011101000001110(bin) = 47630(dec),8/11,11,1,11
1011101000001111(bin) = 47631(dec),8/11,11,1,11
1011101000010000(bin) = 47632(dec),8/11,11,1,11
1011101000010001(bin) = 47633(dec),8/11,11,1,11
1011101000010010(bin) = 47634(dec),8/11,11,1,11
1011101000010011(bin) = 47635(dec),8/11,11,1,11
1011101000010100(bin) = 47636(dec),8/11,11,1,11
1011101000010101(bin) = 47637(dec),8/11,11,1,11
1011101000010110(bin) = 47638(dec),8/11,11,1,11
1011101000010111(bin) = 47639(dec),8/11,11,1,11
1011101000011000(bin) = 47640(dec),8/11,11,1,11
1011101000011001(bin) = 47641(dec),8/11,11,1,11
1011101000011010(bin) = 47642(dec),8/11,11,1,11
1011101000011011(bin) = 47643(dec),8/11,11,1,11
1011101000011100(bin) = 47644(dec),8/11,11,1,11
1011101000011101(bin) = 47645(dec),8/11,11,1,11
1011101000011110(bin) = 47646(dec),8/11,11,1,11
1011101000011111(bin) = 47647(dec),8/11,11,1,11
1011101000100000(bin) = 47648(dec),8/11,11,1,11
1011101000100001(bin) = 47649(dec),8/11,11,1,11
1011101000100010(bin) = 47650(dec),8/11,11,1,11
1011101000100011(bin) = 47651(dec),8/11,11,1,11
1011101000100100(bin) = 47652(dec),8/11,11,1,11
1011101000100101(bin) = 47653(dec),8/11,11,1,11
1011101000100110(bin) = 47654(dec),8/11,11,1,11
1011101000100111(bin) = 47655(dec),8/11,11,1,11
1011101000101000(bin) = 47656(dec),8/11,11,1,11
1011101000101001(bin) = 47657(dec),8/11,11,1,11
1011101000101010(bin) = 47658(dec),8/11,11,1,11
1011101000101011(bin) = 47659(dec),8/11,11,1,11
1011101000101100(bin) = 47660(dec),8/11,11,1,11
1011101000101101(bin) = 47661(dec),8/11,11,1,11
1011101000101110(bin) = 47662(dec),8/11,11,1,11
1011101000101111(bin) = 47663(dec),8/11,11,1,11
1011101000110000(bin) = 47664(dec),8/11,11,1,11
1011101000110001(bin) = 47665(dec),8/11,11,1,11
1011101000110010(bin) = 47666(dec),8/11,11,1,11
1011101000110011(bin) = 47667(dec),8/11,11,1,11
1011101000110100(bin) = 47668(dec),8/11,11,1,11
1011101000110101(bin) = 47669(dec),8/11,11,1,11
1011101000110110(bin) = 47670(dec),8/11,11,1,11
1011101000110111(bin) = 47671(dec),8/11,11,1,11
1011101000111000(bin) = 47672(dec),8/11,11,1,11
1011101000111001(bin) = 47673(dec),8/11,11,1,11
1011101000111010(bin) = 47674(dec),8/11,11,1,11
1011101000111011(bin) = 47675(dec),8/11,11,1,11
1011101000111100(bin) = 47676(dec),8/11,11,1,11
1011101000111101(bin) = 47677(dec),8/11,11,1,11
1011101000111110(bin) = 47678(dec),8/11,11,1,11
1011101000111111(bin) = 47679(dec),8/11,11,1,11
1011101001000000(bin) = 47680(dec),8/11,11,1,11
1011101001000001(bin) = 47681(dec),8/11,11,1,11
1011101001000010(bin) = 47682(dec),8/11,11,1,11
1011101001000011(bin) = 47683(dec),8/11,11,1,11
1011101001000100(bin) = 47684(dec),8/11,11,1,11
1011101001000101(bin) = 47685(dec),8/11,11,1,11
1011101001000110(bin) = 47686(dec),8/11,11,1,11
1011101001000111(bin) = 47687(dec),8/11,11,1,11
1011101001001000(bin) = 47688(dec),8/11,11,1,11
1011101001001001(bin) = 47689(dec),8/11,11,1,11
1011101001001010(bin) = 47690(dec),8/11,11,1,11
1011101001001011(bin) = 47691(dec),8/11,11,1,11
1011101001001100(bin) = 47692(dec),8/11,11,1,11
1011101001001101(bin) = 47693(dec),8/11,11,1,11
1011101001001110(bin) = 47694(dec),8/11,11,1,11
1011101001001111(bin) = 47695(dec),8/11,11,1,11
1011101001010000(bin) = 47696(dec),8/11,11,1,11
1011101001010001(bin) = 47697(dec),8/11,11,1,11
1011101001010010(bin) = 47698(dec),8/11,11,1,11
1011101001010011(bin) = 47699(dec),8/11,11,1,11
1011101001010100(bin) = 47700(dec),8/11,11,1,11
1011101001010101(bin) = 47701(dec),8/11,11,1,11
1011101001010110(bin) = 47702(dec),8/11,11,1,11
1011101001010111(bin) = 47703(dec),8/11,11,1,11
1011101001011000(bin) = 47704(dec),8/11,11,1,11
1011101001011001(bin) = 47705(dec),8/11,11,1,11
1011101001011010(bin) = 47706(dec),8/11,11,1,11
1011101001011011(bin) = 47707(dec),8/11,11,1,11
1011101001011100(bin) = 47708(dec),8/11,11,1,11
1011101001011101(bin) = 47709(dec),8/11,11,1,11
1011101001011110(bin) = 47710(dec),8/11,11,1,11
1011101001011111(bin) = 47711(dec),8/11,11,1,11
1011101001100000(bin) = 47712(dec),8/11,11,1,11
1011101001100001(bin) = 47713(dec),8/11,11,1,11
1011101001100010(bin) = 47714(dec),8/11,11,1,11
1011101001100011(bin) = 47715(dec),8/11,11,1,11
1011101001100100(bin) = 47716(dec),8/11,11,1,11
1011101001100101(bin) = 47717(dec),8/11,11,1,11
1011101001100110(bin) = 47718(dec),8/11,11,1,11
1011101001100111(bin) = 47719(dec),8/11,11,1,11
1011101001101000(bin) = 47720(dec),8/11,11,1,11
1011101001101001(bin) = 47721(dec),8/11,11,1,11
1011101001101010(bin) = 47722(dec),8/11,11,1,11
1011101001101011(bin) = 47723(dec),8/11,11,1,11
1011101001101100(bin) = 47724(dec),8/11,11,1,11
1011101001101101(bin) = 47725(dec),35/48,48,5,1
1011101001101110(bin) = 47726(dec),35/48,48,5,1
1011101001101111(bin) = 47727(dec),35/48,48,5,1
1011101001110000(bin) = 47728(dec),35/48,48,5,1
1011101001110001(bin) = 47729(dec),35/48,48,5,1
1011101001110010(bin) = 47730(dec),35/48,48,5,1
1011101001110011(bin) = 47731(dec),35/48,48,5,1
1011101001110100(bin) = 47732(dec),35/48,48,5,1
1011101001110101(bin) = 47733(dec),35/48,48,5,1
1011101001110110(bin) = 47734(dec),35/48,48,5,1
1011101001110111(bin) = 47735(dec),35/48,48,5,1
1011101001111000(bin) = 47736(dec),35/48,48,5,1
1011101001111001(bin) = 47737(dec),35/48,48,5,1
1011101001111010(bin) = 47738(dec),35/48,48,5,1
1011101001111011(bin) = 47739(dec),35/48,48,5,1
1011101001111100(bin) = 47740(dec),35/48,48,5,1
1011101001111101(bin) = 47741(dec),35/48,48,5,1
1011101001111110(bin) = 47742(dec),35/48,48,5,1
1011101001111111(bin) = 47743(dec),35/48,48,5,1
1011101010000000(bin) = 47744(dec),35/48,48,5,1
1011101010000001(bin) = 47745(dec),35/48,48,5,1
1011101010000010(bin) = 47746(dec),35/48,48,5,1
1011101010000011(bin) = 47747(dec),35/48,48,5,1
1011101010000100(bin) = 47748(dec),35/48,48,5,1
1011101010000101(bin) = 47749(dec),35/48,48,5,1
1011101010000110(bin) = 47750(dec),35/48,48,5,1
1011101010000111(bin) = 47751(dec),35/48,48,5,1
1011101010001000(bin) = 47752(dec),35/48,48,5,1
1011101010001001(bin) = 47753(dec),35/48,48,5,1
1011101010001010(bin) = 47754(dec),35/48,48,5,1
1011101010001011(bin) = 47755(dec),35/48,48,5,1
1011101010001100(bin) = 47756(dec),35/48,48,5,1
1011101010001101(bin) = 47757(dec),35/48,48,5,1
1011101010001110(bin) = 47758(dec),35/48,48,5,1
1011101010001111(bin) = 47759(dec),35/48,48,5,1
1011101010010000(bin) = 47760(dec),35/48,48,5,1
1011101010010001(bin) = 47761(dec),35/48,48,5,1
1011101010010010(bin) = 47762(dec),35/48,48,5,1
1011101010010011(bin) = 47763(dec),35/48,48,5,1
1011101010010100(bin) = 47764(dec),35/48,48,5,1
1011101010010101(bin) = 47765(dec),35/48,48,5,1
1011101010010110(bin) = 47766(dec),35/48,48,5,1
1011101010010111(bin) = 47767(dec),35/48,48,5,1
1011101010011000(bin) = 47768(dec),35/48,48,5,1
1011101010011001(bin) = 47769(dec),35/48,48,5,1
1011101010011010(bin) = 47770(dec),35/48,48,5,1
1011101010011011(bin) = 47771(dec),35/48,48,5,1
1011101010011100(bin) = 47772(dec),35/48,48,5,1
1011101010011101(bin) = 47773(dec),35/48,48,5,1
1011101010011110(bin) = 47774(dec),35/48,48,5,1
1011101010011111(bin) = 47775(dec),35/48,48,5,1
1011101010100000(bin) = 47776(dec),35/48,48,5,1
1011101010100001(bin) = 47777(dec),35/48,48,5,1
1011101010100010(bin) = 47778(dec),35/48,48,5,1
1011101010100011(bin) = 47779(dec),35/48,48,5,1
1011101010100100(bin) = 47780(dec),35/48,48,5,1
1011101010100101(bin) = 47781(dec),35/48,48,5,1
1011101010100110(bin) = 47782(dec),35/48,48,5,1
1011101010100111(bin) = 47783(dec),35/48,48,5,1
1011101010101000(bin) = 47784(dec),35/48,48,5,1
1011101010101001(bin) = 47785(dec),35/48,48,5,1
1011101010101010(bin) = 47786(dec),35/48,48,5,1
1011101010101011(bin) = 47787(dec),35/48,48,5,1
1011101010101100(bin) = 47788(dec),35/48,48,5,1
1011101010101101(bin) = 47789(dec),35/48,48,5,1
1011101010101110(bin) = 47790(dec),35/48,48,5,1
1011101010101111(bin) = 47791(dec),35/48,48,5,1
1011101010110000(bin) = 47792(dec),35/48,48,5,1
1011101010110001(bin) = 47793(dec),35/48,48,5,1
1011101010110010(bin) = 47794(dec),35/48,48,5,1
1011101010110011(bin) = 47795(dec),35/48,48,5,1
1011101010110100(bin) = 47796(dec),35/48,48,5,1
1011101010110101(bin) = 47797(dec),35/48,48,5,1
1011101010110110(bin) = 47798(dec),35/48,48,5,1
1011101010110111(bin) = 47799(dec),35/48,48,5,1
1011101010111000(bin) = 47800(dec),35/48,48,5,1
1011101010111001(bin) = 47801(dec),35/48,48,5,1
1011101010111010(bin) = 47802(dec),35/48,48,5,1
1011101010111011(bin) = 47803(dec),35/48,48,5,1
1011101010111100(bin) = 47804(dec),35/48,48,5,1
1011101010111101(bin) = 47805(dec),35/48,48,5,1
1011101010111110(bin) = 47806(dec),27/37,37,1,5
1011101010111111(bin) = 47807(dec),27/37,37,1,5
1011101011000000(bin) = 47808(dec),27/37,37,1,5
1011101011000001(bin) = 47809(dec),27/37,37,1,5
1011101011000010(bin) = 47810(dec),27/37,37,1,5
1011101011000011(bin) = 47811(dec),27/37,37,1,5
1011101011000100(bin) = 47812(dec),27/37,37,1,5
1011101011000101(bin) = 47813(dec),27/37,37,1,5
1011101011000110(bin) = 47814(dec),27/37,37,1,5
1011101011000111(bin) = 47815(dec),27/37,37,1,5
1011101011001000(bin) = 47816(dec),27/37,37,1,5
1011101011001001(bin) = 47817(dec),27/37,37,1,5
1011101011001010(bin) = 47818(dec),27/37,37,1,5
1011101011001011(bin) = 47819(dec),27/37,37,1,5
1011101011001100(bin) = 47820(dec),27/37,37,1,5
1011101011001101(bin) = 47821(dec),27/37,37,1,5
1011101011001110(bin) = 47822(dec),27/37,37,1,5
1011101011001111(bin) = 47823(dec),27/37,37,1,5
1011101011010000(bin) = 47824(dec),27/37,37,1,5
1011101011010001(bin) = 47825(dec),27/37,37,1,5
1011101011010010(bin) = 47826(dec),27/37,37,1,5
1011101011010011(bin) = 47827(dec),27/37,37,1,5
1011101011010100(bin) = 47828(dec),27/37,37,1,5
1011101011010101(bin) = 47829(dec),27/37,37,1,5
