Register Output,Fraction,Guess for r,guess1,guess2,iterations
111001101010111(bin) = 29527(dec),46/51,51,1,11,0
111001101011000(bin) = 29528(dec),46/51,51,1,11,0
111001101011001(bin) = 29529(dec),46/51,51,1,11,0
111001101011010(bin) = 29530(dec),46/51,51,1,11,0
111001101011011(bin) = 29531(dec),46/51,51,1,11,0
111001101011100(bin) = 29532(dec),46/51,51,1,11,0
111001101011101(bin) = 29533(dec),46/51,51,1,11,0
111001101011110(bin) = 29534(dec),46/51,51,1,11,0
111001101011111(bin) = 29535(dec),46/51,51,1,11,0
111001101100000(bin) = 29536(dec),46/51,51,1,11,0
111001101100001(bin) = 29537(dec),46/51,51,1,11,0
111001101100010(bin) = 29538(dec),46/51,51,1,11,0
111001101100011(bin) = 29539(dec),46/51,51,1,11,0
111001101100100(bin) = 29540(dec),46/51,51,1,11,0
111001101100101(bin) = 29541(dec),46/51,51,1,11,0
111001101100110(bin) = 29542(dec),46/51,51,1,11,0
111001101100111(bin) = 29543(dec),46/51,51,1,11,0
111001101101000(bin) = 29544(dec),46/51,51,1,11,0
111001101101001(bin) = 29545(dec),46/51,51,1,11,0
111001101101010(bin) = 29546(dec),46/51,51,1,11,0
111001101101011(bin) = 29547(dec),46/51,51,1,11,0
111001101101100(bin) = 29548(dec),46/51,51,1,11,0
111001101101101(bin) = 29549(dec),46/51,51,1,11,0
111001101101110(bin) = 29550(dec),46/51,51,1,11,0
111001101101111(bin) = 29551(dec),46/51,51,1,11,0
111001101110000(bin) = 29552(dec),46/51,51,1,11,0
111001101110001(bin) = 29553(dec),46/51,51,1,11,0
111001101110010(bin) = 29554(dec),46/51,51,1,11,0
111001101110011(bin) = 29555(dec),46/51,51,1,11,0
111001101110100(bin) = 29556(dec),46/51,51,1,11,0
111001101110101(bin) = 29557(dec),46/51,51,1,11,0
111001101110110(bin) = 29558(dec),46/51,51,1,11,0
111001101110111(bin) = 29559(dec),46/51,51,1,11,0
111001101111000(bin) = 29560(dec),46/51,51,1,11,0
111001101111001(bin) = 29561(dec),46/51,51,1,11,0
111001101111010(bin) = 29562(dec),46/51,51,1,11,0
111001101111011(bin) = 29563(dec),46/51,51,1,11,0
111001110010001(bin) = 29585(dec),28/31,31,1,11,0
111001110010010(bin) = 29586(dec),28/31,31,1,11,0
111001110010011(bin) = 29587(dec),28/31,31,1,11,0
111001110010100(bin) = 29588(dec),28/31,31,1,11,0
111001110010101(bin) = 29589(dec),28/31,31,1,11,0
111001110010110(bin) = 29590(dec),28/31,31,1,11,0
111001110010111(bin) = 29591(dec),28/31,31,1,11,0
111001110011000(bin) = 29592(dec),28/31,31,1,11,0
111001110011001(bin) = 29593(dec),28/31,31,1,11,0
111001110011010(bin) = 29594(dec),28/31,31,1,11,0
111001110011011(bin) = 29595(dec),28/31,31,1,11,0
111001110011100(bin) = 29596(dec),28/31,31,1,11,0
111001110011101(bin) = 29597(dec),28/31,31,1,11,0
111001110011110(bin) = 29598(dec),28/31,31,1,11,0
111001110011111(bin) = 29599(dec),28/31,31,1,11,0
111001110100000(bin) = 29600(dec),28/31,31,1,11,0
111001110100001(bin) = 29601(dec),28/31,31,1,11,0
111001110100010(bin) = 29602(dec),28/31,31,1,11,0
111001110100011(bin) = 29603(dec),28/31,31,1,11,0
111001110100100(bin) = 29604(dec),28/31,31,1,11,0
111001110100101(bin) = 29605(dec),28/31,31,1,11,0
111001110100110(bin) = 29606(dec),28/31,31,1,11,0
111001110100111(bin) = 29607(dec),28/31,31,1,11,0
111001110101000(bin) = 29608(dec),47/52,52,1,5,0
111001110101001(bin) = 29609(dec),47/52,52,1,5,0
111001110101010(bin) = 29610(dec),47/52,52,1,5,0
111001110101011(bin) = 29611(dec),47/52,52,1,5,0
111001110101100(bin) = 29612(dec),47/52,52,1,5,0
111001110101101(bin) = 29613(dec),47/52,52,1,5,0
111001110101110(bin) = 29614(dec),47/52,52,1,5,0
111001110101111(bin) = 29615(dec),47/52,52,1,5,0
111001110110000(bin) = 29616(dec),47/52,52,1,5,0
111001110110001(bin) = 29617(dec),47/52,52,1,5,0
111001110110010(bin) = 29618(dec),47/52,52,1,5,0
111001110110011(bin) = 29619(dec),47/52,52,1,5,0
111001110110100(bin) = 29620(dec),47/52,52,1,5,0
111001110110101(bin) = 29621(dec),47/52,52,1,5,0
111001110110110(bin) = 29622(dec),47/52,52,1,5,0
111001110110111(bin) = 29623(dec),47/52,52,1,5,0
111001110111000(bin) = 29624(dec),47/52,52,1,5,0
111001110111001(bin) = 29625(dec),47/52,52,1,5,0
111001110111010(bin) = 29626(dec),47/52,52,1,5,0
111001110111011(bin) = 29627(dec),47/52,52,1,5,0
111001110111100(bin) = 29628(dec),47/52,52,1,5,0
111001110111101(bin) = 29629(dec),47/52,52,1,5,0
111001110111110(bin) = 29630(dec),47/52,52,1,5,0
111001110111111(bin) = 29631(dec),47/52,52,1,5,0
111001111000000(bin) = 29632(dec),47/52,52,1,5,0
111001111000001(bin) = 29633(dec),19/21,21,11,5,0
111001111000010(bin) = 29634(dec),19/21,21,11,5,0
111001111000011(bin) = 29635(dec),19/21,21,11,5,0
111001111000100(bin) = 29636(dec),19/21,21,11,5,0
111001111000101(bin) = 29637(dec),19/21,21,11,5,0
111001111000110(bin) = 29638(dec),19/21,21,11,5,0
111001111000111(bin) = 29639(dec),19/21,21,11,5,0
111001111001000(bin) = 29640(dec),19/21,21,11,5,0
111001111001001(bin) = 29641(dec),19/21,21,11,5,0
111001111001010(bin) = 29642(dec),19/21,21,11,5,0
111001111001011(bin) = 29643(dec),19/21,21,11,5,0
111001111001100(bin) = 29644(dec),19/21,21,11,5,0
111001111001101(bin) = 29645(dec),19/21,21,11,5,0
111001111001110(bin) = 29646(dec),19/21,21,11,5,0
111001111001111(bin) = 29647(dec),19/21,21,11,5,0
111001111010000(bin) = 29648(dec),19/21,21,11,5,0
111001111010001(bin) = 29649(dec),19/21,21,11,5,0
111001111010010(bin) = 29650(dec),19/21,21,11,5,0
111001111010011(bin) = 29651(dec),19/21,21,11,5,0
111001111010100(bin) = 29652(dec),19/21,21,11,5,0
111001111010101(bin) = 29653(dec),19/21,21,11,5,0
111001111010110(bin) = 29654(dec),19/21,21,11,5,0
111001111010111(bin) = 29655(dec),19/21,21,11,5,0
111001111011000(bin) = 29656(dec),19/21,21,11,5,0
111001111011001(bin) = 29657(dec),19/21,21,11,5,0
111001111011010(bin) = 29658(dec),19/21,21,11,5,0
111001111011011(bin) = 29659(dec),19/21,21,11,5,0
111001111011100(bin) = 29660(dec),19/21,21,11,5,0
111001111011101(bin) = 29661(dec),19/21,21,11,5,0
111001111011110(bin) = 29662(dec),48/53,53,1,5,0
111001111011111(bin) = 29663(dec),48/53,53,1,5,0
111001111100000(bin) = 29664(dec),48/53,53,1,5,0
111001111100001(bin) = 29665(dec),48/53,53,1,5,0
111001111100010(bin) = 29666(dec),48/53,53,1,5,0
111001111100011(bin) = 29667(dec),48/53,53,1,5,0
111001111100100(bin) = 29668(dec),48/53,53,1,5,0
111001111100101(bin) = 29669(dec),48/53,53,1,5,0
111001111100110(bin) = 29670(dec),48/53,53,1,5,0
111001111100111(bin) = 29671(dec),48/53,53,1,5,0
111001111101000(bin) = 29672(dec),48/53,53,1,5,0
111001111101001(bin) = 29673(dec),48/53,53,1,5,0
111001111101010(bin) = 29674(dec),48/53,53,1,5,0
111001111101011(bin) = 29675(dec),48/53,53,1,5,0
111001111101100(bin) = 29676(dec),48/53,53,1,5,0
111001111101101(bin) = 29677(dec),48/53,53,1,5,0
111001111101110(bin) = 29678(dec),48/53,53,1,5,0
111001111101111(bin) = 29679(dec),48/53,53,1,5,0
111001111110000(bin) = 29680(dec),48/53,53,1,5,0
111001111110001(bin) = 29681(dec),48/53,53,1,5,0
111001111110010(bin) = 29682(dec),48/53,53,1,5,0
111001111110011(bin) = 29683(dec),48/53,53,1,5,0
111001111110100(bin) = 29684(dec),48/53,53,1,5,0
111001111110101(bin) = 29685(dec),48/53,53,1,5,0
111001111110110(bin) = 29686(dec),48/53,53,1,5,0
111001111110111(bin) = 29687(dec),29/32,32,5,1,0
111001111111000(bin) = 29688(dec),29/32,32,5,1,0
111001111111001(bin) = 29689(dec),29/32,32,5,1,0
111001111111010(bin) = 29690(dec),29/32,32,5,1,0
111001111111011(bin) = 29691(dec),29/32,32,5,1,0
111001111111100(bin) = 29692(dec),29/32,32,5,1,0
111001111111101(bin) = 29693(dec),29/32,32,5,1,0
111001111111110(bin) = 29694(dec),29/32,32,5,1,0
111001111111111(bin) = 29695(dec),29/32,32,5,1,0
111010000000000(bin) = 29696(dec),29/32,32,5,1,0
111010000000001(bin) = 29697(dec),29/32,32,5,1,0
111010000000010(bin) = 29698(dec),29/32,32,5,1,0
111010000000011(bin) = 29699(dec),29/32,32,5,1,0
111010000000100(bin) = 29700(dec),29/32,32,5,1,0
111010000000101(bin) = 29701(dec),29/32,32,5,1,0
111010000000110(bin) = 29702(dec),29/32,32,5,1,0
111010000000111(bin) = 29703(dec),29/32,32,5,1,0
111010000001000(bin) = 29704(dec),29/32,32,5,1,0
111010000001001(bin) = 29705(dec),29/32,32,5,1,0
111010000001010(bin) = 29706(dec),29/32,32,5,1,0
111010000001011(bin) = 29707(dec),29/32,32,5,1,0
111010001000010(bin) = 29762(dec),10/11,11,1,11,0
111010001000011(bin) = 29763(dec),10/11,11,1,11,0
111010001000100(bin) = 29764(dec),10/11,11,1,11,0
111010001000101(bin) = 29765(dec),10/11,11,1,11,0
111010001000110(bin) = 29766(dec),10/11,11,1,11,0
111010001000111(bin) = 29767(dec),10/11,11,1,11,0
111010001001000(bin) = 29768(dec),10/11,11,1,11,0
111010001001001(bin) = 29769(dec),10/11,11,1,11,0
111010001001010(bin) = 29770(dec),10/11,11,1,11,0
111010001001011(bin) = 29771(dec),10/11,11,1,11,0
111010001001100(bin) = 29772(dec),10/11,11,1,11,0
111010001001101(bin) = 29773(dec),10/11,11,1,11,0
111010001001110(bin) = 29774(dec),10/11,11,1,11,0
111010001001111(bin) = 29775(dec),10/11,11,1,11,0
111010001010000(bin) = 29776(dec),10/11,11,1,11,0
111010001010001(bin) = 29777(dec),10/11,11,1,11,0
111010001010010(bin) = 29778(dec),10/11,11,1,11,0
111010001010011(bin) = 29779(dec),10/11,11,1,11,0
111010001010100(bin) = 29780(dec),10/11,11,1,11,0
111010001010101(bin) = 29781(dec),10/11,11,1,11,0
111010001010110(bin) = 29782(dec),10/11,11,1,11,0
111010001010111(bin) = 29783(dec),10/11,11,1,11,0
111010001011000(bin) = 29784(dec),10/11,11,1,11,0
111010001011001(bin) = 29785(dec),10/11,11,1,11,0
111010001011010(bin) = 29786(dec),10/11,11,1,11,0
111010001011011(bin) = 29787(dec),10/11,11,1,11,0
111010001011100(bin) = 29788(dec),10/11,11,1,11,0
111010001011101(bin) = 29789(dec),10/11,11,1,11,0
111010001011110(bin) = 29790(dec),10/11,11,1,11,0
111010001011111(bin) = 29791(dec),10/11,11,1,11,0
111010001100000(bin) = 29792(dec),10/11,11,1,11,0
111010001100001(bin) = 29793(dec),10/11,11,1,11,0
111010001100010(bin) = 29794(dec),10/11,11,1,11,0
111010001100011(bin) = 29795(dec),10/11,11,1,11,0
111010001100100(bin) = 29796(dec),10/11,11,1,11,0
111010001100101(bin) = 29797(dec),10/11,11,1,11,0
111010001100110(bin) = 29798(dec),10/11,11,1,11,0
111010001100111(bin) = 29799(dec),10/11,11,1,11,0
111010001101000(bin) = 29800(dec),10/11,11,1,11,0
111010001101001(bin) = 29801(dec),10/11,11,1,11,0
111010001101010(bin) = 29802(dec),10/11,11,1,11,0
111010001101011(bin) = 29803(dec),10/11,11,1,11,0
111010001101100(bin) = 29804(dec),10/11,11,1,11,0
111010001101101(bin) = 29805(dec),10/11,11,1,11,0
111010001101110(bin) = 29806(dec),10/11,11,1,11,0
111010001101111(bin) = 29807(dec),10/11,11,1,11,0
111010001110000(bin) = 29808(dec),10/11,11,1,11,0
111010001110001(bin) = 29809(dec),10/11,11,1,11,0
111010001110010(bin) = 29810(dec),10/11,11,1,11,0
111010001110011(bin) = 29811(dec),10/11,11,1,11,0
111010001110100(bin) = 29812(dec),10/11,11,1,11,0
111010001110101(bin) = 29813(dec),10/11,11,1,11,0
111010001110110(bin) = 29814(dec),10/11,11,1,11,0
111010001110111(bin) = 29815(dec),10/11,11,1,11,0
111010001111000(bin) = 29816(dec),10/11,11,1,11,0
111010001111001(bin) = 29817(dec),10/11,11,1,11,0
111010001111010(bin) = 29818(dec),10/11,11,1,11,0
111010001111011(bin) = 29819(dec),10/11,11,1,11,0
111010001111100(bin) = 29820(dec),10/11,11,1,11,0
111010001111101(bin) = 29821(dec),10/11,11,1,11,0
111010001111110(bin) = 29822(dec),10/11,11,1,11,0
111010001111111(bin) = 29823(dec),41/45,45,1,5,0
111010010000000(bin) = 29824(dec),41/45,45,1,5,0
111010010000001(bin) = 29825(dec),41/45,45,1,5,0
111010010000010(bin) = 29826(dec),41/45,45,1,5,0
111010010000011(bin) = 29827(dec),41/45,45,1,5,0
111010010000100(bin) = 29828(dec),41/45,45,1,5,0
111010010000101(bin) = 29829(dec),41/45,45,1,5,0
111010010000110(bin) = 29830(dec),41/45,45,1,5,0
111010010000111(bin) = 29831(dec),41/45,45,1,5,0
111010010001000(bin) = 29832(dec),41/45,45,1,5,0
111010010001001(bin) = 29833(dec),41/45,45,1,5,0
111010010001010(bin) = 29834(dec),41/45,45,1,5,0
111010010001011(bin) = 29835(dec),41/45,45,1,5,0
111010010001100(bin) = 29836(dec),41/45,45,1,5,0
111010010001101(bin) = 29837(dec),41/45,45,1,5,0
111010010001110(bin) = 29838(dec),41/45,45,1,5,0
111010010001111(bin) = 29839(dec),41/45,45,1,5,0
111010010010000(bin) = 29840(dec),41/45,45,1,5,0
111010010010001(bin) = 29841(dec),41/45,45,1,5,0
111010010010010(bin) = 29842(dec),41/45,45,1,5,0
111010010010011(bin) = 29843(dec),41/45,45,1,5,0
111010010010100(bin) = 29844(dec),41/45,45,1,5,0
111010010010101(bin) = 29845(dec),41/45,45,1,5,0
111010010010110(bin) = 29846(dec),41/45,45,1,5,0
111010010010111(bin) = 29847(dec),41/45,45,1,5,0
111010010011000(bin) = 29848(dec),41/45,45,1,5,0
111010010011001(bin) = 29849(dec),41/45,45,1,5,0
111010010011010(bin) = 29850(dec),41/45,45,1,5,0
111010010011011(bin) = 29851(dec),41/45,45,1,5,0
111010010011100(bin) = 29852(dec),41/45,45,1,5,0
111010010011101(bin) = 29853(dec),41/45,45,1,5,0
111010010011110(bin) = 29854(dec),41/45,45,1,5,0
111010010011111(bin) = 29855(dec),41/45,45,1,5,0
111010010100000(bin) = 29856(dec),41/45,45,1,5,0
111010010100001(bin) = 29857(dec),41/45,45,1,5,0
111010010100010(bin) = 29858(dec),41/45,45,1,5,0
111010010100011(bin) = 29859(dec),41/45,45,1,5,0
111010010100100(bin) = 29860(dec),41/45,45,1,5,0
111010010100101(bin) = 29861(dec),41/45,45,1,5,0
111010010100110(bin) = 29862(dec),41/45,45,1,5,0
111010010100111(bin) = 29863(dec),41/45,45,1,5,0
111010010101000(bin) = 29864(dec),41/45,45,1,5,0
111010010101001(bin) = 29865(dec),41/45,45,1,5,0
111010100111001(bin) = 30009(dec),11/12,12,1,5,0
111010100111010(bin) = 30010(dec),11/12,12,1,5,0
111010100111011(bin) = 30011(dec),11/12,12,1,5,0
111010100111100(bin) = 30012(dec),11/12,12,1,5,0
111010100111101(bin) = 30013(dec),11/12,12,1,5,0
111010100111110(bin) = 30014(dec),11/12,12,1,5,0
111010100111111(bin) = 30015(dec),11/12,12,1,5,0
111010101000000(bin) = 30016(dec),11/12,12,1,5,0
111010101000001(bin) = 30017(dec),11/12,12,1,5,0
111010101000010(bin) = 30018(dec),11/12,12,1,5,0
111010101000011(bin) = 30019(dec),11/12,12,1,5,0
111010101000100(bin) = 30020(dec),11/12,12,1,5,0
111010101000101(bin) = 30021(dec),11/12,12,1,5,0
111010101000110(bin) = 30022(dec),11/12,12,1,5,0
111010101000111(bin) = 30023(dec),11/12,12,1,5,0
111010101001000(bin) = 30024(dec),11/12,12,1,5,0
111010101001001(bin) = 30025(dec),11/12,12,1,5,0
111010101001010(bin) = 30026(dec),11/12,12,1,5,0
111010101001011(bin) = 30027(dec),11/12,12,1,5,0
111010101001100(bin) = 30028(dec),11/12,12,1,5,0
111010101001101(bin) = 30029(dec),11/12,12,1,5,0
111010101001110(bin) = 30030(dec),11/12,12,1,5,0
111010101001111(bin) = 30031(dec),11/12,12,1,5,0
111010101010000(bin) = 30032(dec),11/12,12,1,5,0
111010101010001(bin) = 30033(dec),11/12,12,1,5,0
111010101010010(bin) = 30034(dec),11/12,12,1,5,0
111010101010011(bin) = 30035(dec),11/12,12,1,5,0
111010101010100(bin) = 30036(dec),11/12,12,1,5,0
111010101010101(bin) = 30037(dec),11/12,12,1,5,0
111010101010110(bin) = 30038(dec),11/12,12,1,5,0
111010101010111(bin) = 30039(dec),11/12,12,1,5,0
111010101011000(bin) = 30040(dec),11/12,12,1,5,0
111010101011001(bin) = 30041(dec),11/12,12,1,5,0
111010101011010(bin) = 30042(dec),11/12,12,1,5,0
111010101011011(bin) = 30043(dec),11/12,12,1,5,0
111010101011100(bin) = 30044(dec),11/12,12,1,5,0
111010101011101(bin) = 30045(dec),11/12,12,1,5,0
111010101011110(bin) = 30046(dec),11/12,12,1,5,0
111010101011111(bin) = 30047(dec),11/12,12,1,5,0
111010101100000(bin) = 30048(dec),11/12,12,1,5,0
111010101100001(bin) = 30049(dec),11/12,12,1,5,0
111010101100010(bin) = 30050(dec),11/12,12,1,5,0
111010101100011(bin) = 30051(dec),11/12,12,1,5,0
111010101100100(bin) = 30052(dec),11/12,12,1,5,0
111010101100101(bin) = 30053(dec),11/12,12,1,5,0
111010101100110(bin) = 30054(dec),11/12,12,1,5,0
111010101100111(bin) = 30055(dec),11/12,12,1,5,0
111010101101000(bin) = 30056(dec),11/12,12,1,5,0
111010101101001(bin) = 30057(dec),11/12,12,1,5,0
111010101101010(bin) = 30058(dec),11/12,12,1,5,0
111010101101011(bin) = 30059(dec),11/12,12,1,5,0
111010101101100(bin) = 30060(dec),11/12,12,1,5,0
111010101101101(bin) = 30061(dec),11/12,12,1,5,0
111010101101110(bin) = 30062(dec),11/12,12,1,5,0
111010101101111(bin) = 30063(dec),11/12,12,1,5,0
111010101110000(bin) = 30064(dec),11/12,12,1,5,0
111010101110001(bin) = 30065(dec),11/12,12,1,5,0
111010101110010(bin) = 30066(dec),45/49,49,5,1,0
111010101110011(bin) = 30067(dec),45/49,49,5,1,0
111010101110100(bin) = 30068(dec),45/49,49,5,1,0
111010101110101(bin) = 30069(dec),45/49,49,5,1,0
111010101110110(bin) = 30070(dec),45/49,49,5,1,0
111010101110111(bin) = 30071(dec),45/49,49,5,1,0
111010101111000(bin) = 30072(dec),45/49,49,5,1,0
111010101111001(bin) = 30073(dec),45/49,49,5,1,0
111010101111010(bin) = 30074(dec),45/49,49,5,1,0
111010101111011(bin) = 30075(dec),45/49,49,5,1,0
111010101111100(bin) = 30076(dec),45/49,49,5,1,0
111010101111101(bin) = 30077(dec),45/49,49,5,1,0
111010101111110(bin) = 30078(dec),45/49,49,5,1,0
111010101111111(bin) = 30079(dec),45/49,49,5,1,0
111010110000000(bin) = 30080(dec),45/49,49,5,1,0
111010110000001(bin) = 30081(dec),45/49,49,5,1,0
111010110000010(bin) = 30082(dec),45/49,49,5,1,0
111010110000011(bin) = 30083(dec),45/49,49,5,1,0
111010110000100(bin) = 30084(dec),45/49,49,5,1,0
111010110000101(bin) = 30085(dec),45/49,49,5,1,0
111010110000110(bin) = 30086(dec),45/49,49,5,1,0
111010110000111(bin) = 30087(dec),45/49,49,5,1,0
111010110001000(bin) = 30088(dec),45/49,49,5,1,0
111010110001001(bin) = 30089(dec),45/49,49,5,1,0
111010110001010(bin) = 30090(dec),45/49,49,5,1,0
111010110001011(bin) = 30091(dec),45/49,49,5,1,0
111010110001100(bin) = 30092(dec),45/49,49,5,1,0
111010110001101(bin) = 30093(dec),45/49,49,5,1,0
111010110001110(bin) = 30094(dec),45/49,49,5,1,0
111010110001111(bin) = 30095(dec),45/49,49,5,1,0
111010110010000(bin) = 30096(dec),45/49,49,5,1,0
111010110010001(bin) = 30097(dec),45/49,49,5,1,0
111010110010010(bin) = 30098(dec),45/49,49,5,1,0
111010110010011(bin) = 30099(dec),45/49,49,5,1,0
111010110010100(bin) = 30100(dec),45/49,49,5,1,0
111010110010101(bin) = 30101(dec),45/49,49,5,1,0
111010110010110(bin) = 30102(dec),45/49,49,5,1,0
111010110010111(bin) = 30103(dec),34/37,37,1,5,0
111010110011000(bin) = 30104(dec),34/37,37,1,5,0
111010110011001(bin) = 30105(dec),34/37,37,1,5,0
111010110011010(bin) = 30106(dec),34/37,37,1,5,0
111010110011011(bin) = 30107(dec),34/37,37,1,5,0
111010110011100(bin) = 30108(dec),34/37,37,1,5,0
111010110011101(bin) = 30109(dec),34/37,37,1,5,0
111010110011110(bin) = 30110(dec),34/37,37,1,5,0
111010110011111(bin) = 30111(dec),34/37,37,1,5,0
111010110100000(bin) = 30112(dec),34/37,37,1,5,0
111010110100001(bin) = 30113(dec),34/37,37,1,5,0
111010110100010(bin) = 30114(dec),34/37,37,1,5,0
111010110100011(bin) = 30115(dec),34/37,37,1,5,0
111010110100100(bin) = 30116(dec),34/37,37,1,5,0
111010110100101(bin) = 30117(dec),34/37,37,1,5,0
111010110100110(bin) = 30118(dec),34/37,37,1,5,0
111010110100111(bin) = 30119(dec),34/37,37,1,5,0
111010110101000(bin) = 30120(dec),34/37,37,1,5,0
111010110101001(bin) = 30121(dec),34/37,37,1,5,0
111010110101010(bin) = 30122(dec),34/37,37,1,5,0
111010110101011(bin) = 30123(dec),34/37,37,1,5,0
111010110101100(bin) = 30124(dec),34/37,37,1,5,0
111010110101101(bin) = 30125(dec),34/37,37,1,5,0
111010110101110(bin) = 30126(dec),34/37,37,1,5,0
111010110101111(bin) = 30127(dec),34/37,37,1,5,0
111010110110000(bin) = 30128(dec),34/37,37,1,5,0
111010110110001(bin) = 30129(dec),23/25,25,5,1,0
111010110110010(bin) = 30130(dec),23/25,25,5,1,0
111010110110011(bin) = 30131(dec),23/25,25,5,1,0
111010110110100(bin) = 30132(dec),23/25,25,5,1,0
111010110110101(bin) = 30133(dec),23/25,25,5,1,0
111010110110110(bin) = 30134(dec),23/25,25,5,1,0
111010110110111(bin) = 30135(dec),23/25,25,5,1,0
111010110111000(bin) = 30136(dec),23/25,25,5,1,0
111010110111001(bin) = 30137(dec),23/25,25,5,1,0
111010110111010(bin) = 30138(dec),23/25,25,5,1,0
111010110111011(bin) = 30139(dec),23/25,25,5,1,0
111010110111100(bin) = 30140(dec),23/25,25,5,1,0
111010110111101(bin) = 30141(dec),23/25,25,5,1,0
111010110111110(bin) = 30142(dec),23/25,25,5,1,0
111010110111111(bin) = 30143(dec),23/25,25,5,1,0
111010111000000(bin) = 30144(dec),23/25,25,5,1,0
111010111000001(bin) = 30145(dec),23/25,25,5,1,0
111010111000010(bin) = 30146(dec),23/25,25,5,1,0
111010111000011(bin) = 30147(dec),23/25,25,5,1,0
111010111000100(bin) = 30148(dec),23/25,25,5,1,0
111010111000101(bin) = 30149(dec),23/25,25,5,1,0
111010111000110(bin) = 30150(dec),23/25,25,5,1,0
111010111000111(bin) = 30151(dec),23/25,25,5,1,0
111010111001000(bin) = 30152(dec),23/25,25,5,1,0
111010111001001(bin) = 30153(dec),23/25,25,5,1,0
111010111001010(bin) = 30154(dec),23/25,25,5,1,0
111010111001011(bin) = 30155(dec),23/25,25,5,1,0
111010111001100(bin) = 30156(dec),23/25,25,5,1,0
111010111001101(bin) = 30157(dec),23/25,25,5,1,0
111010111001110(bin) = 30158(dec),23/25,25,5,1,0
111010111001111(bin) = 30159(dec),23/25,25,5,1,0
111010111010000(bin) = 30160(dec),23/25,25,5,1,0
111010111010001(bin) = 30161(dec),23/25,25,5,1,0
111010111010010(bin) = 30162(dec),23/25,25,5,1,0
111010111010011(bin) = 30163(dec),23/25,25,5,1,0
111010111101110(bin) = 30190(dec),47/51,51,1,11,0
111010111101111(bin) = 30191(dec),47/51,51,1,11,0
111010111110000(bin) = 30192(dec),47/51,51,1,11,0
111010111110001(bin) = 30193(dec),47/51,51,1,11,0
111010111110010(bin) = 30194(dec),47/51,51,1,11,0
111010111110011(bin) = 30195(dec),47/51,51,1,11,0
111010111110100(bin) = 30196(dec),47/51,51,1,11,0
111010111110101(bin) = 30197(dec),47/51,51,1,11,0
111010111110110(bin) = 30198(dec),47/51,51,1,11,0
111010111110111(bin) = 30199(dec),47/51,51,1,11,0
111010111111000(bin) = 30200(dec),47/51,51,1,11,0
111010111111001(bin) = 30201(dec),47/51,51,1,11,0
111010111111010(bin) = 30202(dec),47/51,51,1,11,0
111010111111011(bin) = 30203(dec),47/51,51,1,11,0
111010111111100(bin) = 30204(dec),47/51,51,1,11,0
111010111111101(bin) = 30205(dec),47/51,51,1,11,0
111010111111110(bin) = 30206(dec),47/51,51,1,11,0
111010111111111(bin) = 30207(dec),47/51,51,1,11,0
111011000000000(bin) = 30208(dec),47/51,51,1,11,0
111011000000001(bin) = 30209(dec),47/51,51,1,11,0
111011000000010(bin) = 30210(dec),47/51,51,1,11,0
111011000000011(bin) = 30211(dec),47/51,51,1,11,0
111011000000100(bin) = 30212(dec),47/51,51,1,11,0
111011000000101(bin) = 30213(dec),47/51,51,1,11,0
111011000000110(bin) = 30214(dec),47/51,51,1,11,0
111011000000111(bin) = 30215(dec),47/51,51,1,11,0
111011000001000(bin) = 30216(dec),47/51,51,1,11,0
111011000001001(bin) = 30217(dec),47/51,51,1,11,0
111011000001010(bin) = 30218(dec),47/51,51,1,11,0
111011000001011(bin) = 30219(dec),47/51,51,1,11,0
111011000001100(bin) = 30220(dec),47/51,51,1,11,0
111011000001101(bin) = 30221(dec),47/51,51,1,11,0
111011000001110(bin) = 30222(dec),47/51,51,1,11,0
111011000001111(bin) = 30223(dec),12/13,13,1,5,0
111011000010000(bin) = 30224(dec),12/13,13,1,5,0
111011000010001(bin) = 30225(dec),12/13,13,1,5,0
111011000010010(bin) = 30226(dec),12/13,13,1,5,0
111011000010011(bin) = 30227(dec),12/13,13,1,5,0
111011000010100(bin) = 30228(dec),12/13,13,1,5,0
111011000010101(bin) = 30229(dec),12/13,13,1,5,0
111011000010110(bin) = 30230(dec),12/13,13,1,5,0
111011000010111(bin) = 30231(dec),12/13,13,1,5,0
111011000011000(bin) = 30232(dec),12/13,13,1,5,0
111011000011001(bin) = 30233(dec),12/13,13,1,5,0
111011000011010(bin) = 30234(dec),12/13,13,1,5,0
111011000011011(bin) = 30235(dec),12/13,13,1,5,0
111011000011100(bin) = 30236(dec),12/13,13,1,5,0
111011000011101(bin) = 30237(dec),12/13,13,1,5,0
111011000011110(bin) = 30238(dec),12/13,13,1,5,0
111011000011111(bin) = 30239(dec),12/13,13,1,5,0
111011000100000(bin) = 30240(dec),12/13,13,1,5,0
111011000100001(bin) = 30241(dec),12/13,13,1,5,0
111011000100010(bin) = 30242(dec),12/13,13,1,5,0
111011000100011(bin) = 30243(dec),12/13,13,1,5,0
111011000100100(bin) = 30244(dec),12/13,13,1,5,0
111011000100101(bin) = 30245(dec),12/13,13,1,5,0
111011000100110(bin) = 30246(dec),12/13,13,1,5,0
111011000100111(bin) = 30247(dec),12/13,13,1,5,0
111011000101000(bin) = 30248(dec),12/13,13,1,5,0
111011000101001(bin) = 30249(dec),12/13,13,1,5,0
111011000101010(bin) = 30250(dec),12/13,13,1,5,0
111011000101011(bin) = 30251(dec),12/13,13,1,5,0
